基金代號,基金名稱,年度,季別,證券代號,證券簡稱,持股比率,基金規模（萬）,持股價值（萬）,是否排碳大戶,統一編號,行業大類,碳排量（公噸CO2e）,使用燃煤,燃煤使用量（公噸）
00692,富邦公司治理,115,1,1101,台泥,0.22%,5663316,12459.2952,TRUE,11913502,水泥業,3492414.83,TRUE,466088.87
00692,富邦公司治理,115,1,1102,亞泥,0.16%,5663316,9061.3056,TRUE,03244509,水泥業,2613336.57,TRUE,427140
00692,富邦公司治理,115,1,1402,遠東新,0.18%,5663316,10193.9688,TRUE,03522600,石化業,567167.5,TRUE,177996.869
00692,富邦公司治理,115,1,1476,儒鴻,0.12%,5663316,6795.9792,FALSE
00692,富邦公司治理,115,1,1477,聚陽,0.07%,5663316,3964.3212,FALSE
00692,富邦公司治理,115,1,1590,亞德客-KY,0.26%,5663316,14724.6216,FALSE
00692,富邦公司治理,115,1,2371,大同,0.09%,5663316,5096.9844,FALSE
00692,富邦公司治理,115,1,1609,大亞,0.03%,5663316,1698.9948,FALSE
00692,富邦公司治理,115,1,2006,東和鋼鐵,0.06%,5663316,3397.9896,TRUE,75280209,鋼鐵業,757132.99,FALSE,0
00692,富邦公司治理,115,1,2211,長榮鋼,0.05%,5663316,2831.658,FALSE
00692,富邦公司治理,115,1,2103,台橡,0.02%,5663316,1132.6632,TRUE,03553737,石化業,138991.09,FALSE,0
00692,富邦公司治理,115,1,2201,裕隆,0.04%,5663316,2265.3264,FALSE
00692,富邦公司治理,115,1,2204,中華,0.04%,5663316,2265.3264,FALSE
00692,富邦公司治理,115,1,2207,和泰車,0.35%,5663316,19821.606,FALSE
00692,富邦公司治理,115,1,2504,國產,0.05%,5663316,2831.658,FALSE
00692,富邦公司治理,115,1,2515,中工,0.03%,5663316,1698.9948,FALSE
00692,富邦公司治理,115,1,5515,建國,0.01%,5663316,566.3316,FALSE
00692,富邦公司治理,115,1,2606,裕民,0.06%,5663316,3397.9896,FALSE
00692,富邦公司治理,115,1,2609,陽明,0.23%,5663316,13025.6268,FALSE
00692,富邦公司治理,115,1,2618,長榮航,0.24%,5663316,13591.9584,FALSE
00692,富邦公司治理,115,1,2633,台灣高鐵,0.09%,5663316,5096.9844,FALSE
00692,富邦公司治理,115,1,2801,彰銀,0.31%,5663316,17556.2796,FALSE
00692,富邦公司治理,115,1,2834,臺企銀,0.19%,5663316,10760.3004,FALSE
00692,富邦公司治理,115,1,2838,聯邦銀,0.12%,5663316,6795.9792,FALSE
00692,富邦公司治理,115,1,2845,遠東銀,0.08%,5663316,4530.6528,FALSE
00692,富邦公司治理,115,1,2855,統一證,0.07%,5663316,3964.3212,FALSE
00692,富邦公司治理,115,1,2880,華南金,0.60%,5663316,33979.896,FALSE
00692,富邦公司治理,115,1,2881,富邦金,1.56%,5663316,88347.7296,FALSE
00692,富邦公司治理,115,1,2882,國泰金,1.33%,5663316,75322.1028,FALSE
00692,富邦公司治理,115,1,2883,凱基金,0.42%,5663316,23785.9272,FALSE
00692,富邦公司治理,115,1,2884,玉山金,0.66%,5663316,37377.8856,FALSE
00692,富邦公司治理,115,1,2885,元大金,0.77%,5663316,43607.5332,FALSE
00692,富邦公司治理,115,1,2886,兆豐金,0.74%,5663316,41908.5384,FALSE
00692,富邦公司治理,115,1,2887,台新新光金,0.74%,5663316,41908.5384,FALSE
00692,富邦公司治理,115,1,2889,國票金,0.07%,5663316,3964.3212,FALSE
00692,富邦公司治理,115,1,2890,永豐金,0.57%,5663316,32280.9012,FALSE
00692,富邦公司治理,115,1,2891,中信金,1.30%,5663316,73623.108,FALSE
00692,富邦公司治理,115,1,2892,第一金,0.52%,5663316,29449.2432,FALSE
00692,富邦公司治理,115,1,5876,上海商銀,0.25%,5663316,14158.29,FALSE
00692,富邦公司治理,115,1,5880,合庫金,0.48%,5663316,27183.9168,FALSE
00692,富邦公司治理,115,1,6005,群益證,0.08%,5663316,4530.6528,FALSE
00692,富邦公司治理,115,1,2912,統一超,0.30%,5663316,16989.948,FALSE
00692,富邦公司治理,115,1,5871,中租-KY,0.24%,5663316,13591.9584,FALSE
00692,富邦公司治理,115,1,6592,和潤企業,0.05%,5663316,2831.658,FALSE
