公司,事業統編,2022範疇一,2023範疇一,2024範疇一,2022範疇二,2023範疇二,2024範疇二,2022總排放,2023總排放,2024總排放,2022營收,2023營收,2024營收,2022密集度,2023密集度,2024密集度,密集度變化
東和鋼鐵企業股份有限公司,75280209,"188,524.14","221,987.26","211,659.48","604,192.76","600,126.78","545,473.51","792,716.90","822,114.05","757,132.99",59972.121,60961.908,60162.997,13.21809012,13.48570078,12.58469537347,-4.79%
環球晶圓股份有限公司,28113286,"1,597.72","1,702.00","1,648.35","156,368.48","143,491.38","143,728.27","157,966.20","145,193.38","145,376.62",70286.871,70651.593,62626.004,2.247449598,2.05506166,2.32134593802,3.29%
三陽工業股份有限公司,24004006,"10,726.33","11,424.54","11,765.97","23,019.53","25,533.30","25,648.35","33,745.86","36,957.84","37,414.32",50850.618,64461.239,65624.544,0.6636273329,0.5733343103,0.57012693300,-14.09%
巨大機械工業股份有限公司,56054251,"8,162.35","5,970.10","5,880.91","19,612.88","13,941.08","12,702.06","27,775.23","19,911.17","18,582.97",92043.675,76953.546,71278.772,0.3017614192,0.2587427225,0.26070833544,-13.60%
華通電腦股份有限公司,4401392,"3,285.23","2,888.97","3,315.30","163,398.89","142,573.99","137,493.92","166,684.12","145,462.96","140,809.22",76419.408,67078.773,72464.408,2.181175232,2.168539368,1.94315007721,-10.91%
力成科技股份有限公司,16082267,"6,731.80","12,132.31","5,574.17","340,533.57","294,316.02","298,553.84","347,265.37","306,448.34","304,128.01",83926.735,70440.945,73315.042,4.137720477,4.350429143,4.14823481926,0.25%
聯成化學科技股份有限公司,4748660,"40,948.93","37,101.17","29,114.72","14,702.99","14,442.36","12,513.77","55,651.92","51,543.54","41,628.48",72819.643,73196.046,73320.28,0.7642432413,0.7041847588,0.56776215257,-25.71%
燁輝企業股份有限公司,75947936,"69,176.65","63,898.00","69,255.08","75,392.26","81,464.35","80,529.00","144,568.91","145,362.35","149,784.08",83675.863,73295.376,73981.747,1.727725354,1.983240389,2.02460858352,17.18%
亞洲水泥股份有限公司,3244509,"2,907,128.79","2,634,141.99","2,481,183.00","166,587.66","148,714.13","132,153.58","3,073,716.45","2,782,856.11","2,613,336.57",90340.503,80182.799,76297.459,34.02368094,34.70639769,34.25194763039,0.67%
永豐餘工業用紙股份有限公司,27719048,"501,246.08","592,228.03","515,705.75","60,678.23","22,735.75","24,780.32","561,924.31","614,963.78","540,486.07",79635.878,73867.374,78413.139,7.05617021,8.32524221,6.89279981509,-2.32%
華邦電子股份有限公司,22099218,"37,151.44","44,008.89","49,055.38","267,455.23","352,997.87","334,705.93","304,606.67","397,006.76","383,761.31",94529.79,75006.078,81609.768,3.222335202,5.292994522,4.70239432613,45.93%
正新橡膠工業股份有限公司,59504506,"36,949.90","30,492.51","28,002.12","59,221.80","49,058.94","45,205.95","96,171.70","79,551.45","73,208.07",98622.877,96201.313,96247.057,0.9751459593,0.8269268633,0.76062658207,-22.00%
長春石油化學股份有限公司,11384806,"1,683,014.23","1,332,572.76","1,487,363.35","1,448,937.76","1,143,328.75","1,122,234.49","3,131,951.99","2,475,901.51","2,609,597.84",180887.684,105738.621,107254.036,17.31434623,23.41529979,24.33099897518,40.53%
欣興電子股份有限公司,23535435,"24,253.00","25,231.86","27,994.48","528,518.40","512,148.62","533,470.50","552,771.40","537,380.48","561,464.98",140489.172,104036.151,115373.282,3.934619246,5.165324503,4.86650782804,23.68%
長春人造樹脂廠股份有限公司,11384708,"655,495.42","307,007.73","305,352.46","716,895.62","845,766.68","859,752.48","1,372,391.04","1,152,774.41","1,165,104.94",150279.92,110232.768,117123.175,9.132231638,10.45763824,9.94768917424,8.93%
國巨股份有限公司,22636630,"2,527.21","4,711.87","4,344.71","70,461.07","70,336.48","67,086.99","72,988.28","75,048.35","71,431.70",121086.925,107609.336,121667.329,0.6027758984,0.69741486,0.58710666690,-2.60%
奇美實業股份有限公司,68387705,"318,643.12","420,682.99","383,069.34","252,312.19","122,128.14","93,258.78","570,955.31","542,811.13","476,328.11",153538.492,124821.623,132886.735,3.718646071,4.348694697,3.58446695225,-3.61%
台灣水泥股份有限公司,11913502,"4,312,389.50","3,457,473.61","3,301,181.06","206,283.93","186,326.65","191,233.76","4,518,673.43","3,643,800.26","3,492,414.83",113929.706,109314.335,154606.511,39.66194234,33.33323356,22.58905402761,-43.05%
華新麗華股份有限公司,35412204,"128,062.25","123,575.18","134,231.97","182,646.84","170,154.35","174,952.30","310,709.10","293,729.54","309,184.27",180400.719,189839.626,179318.34,1.722327393,1.547250941,1.72422001007,0.11%
台灣塑膠工業股份有限公司,75708007,"3,338,601.18","3,542,104.25","3,454,584.90","4,710,122.65","4,587,923.16","4,199,496.73","8,048,723.83","8,130,027.41","7,654,081.63",251647.354,199138.777,200040.347,31.98413853,40.82593824,38.26268922639,19.63%
群創光電股份有限公司,12800225,"111,928.05","107,455.73","73,697.03","2,365,216.10","2,305,279.79","2,123,167.35","2,477,144.14","2,412,735.52","2,196,864.38",223715.758,211740.557,216509.919,11.0727298,11.39477271,10.14671471010,-8.36%
聯華電子股份有限公司,47217677,"361,928.44","233,284.49","247,585.10","1,130,005.90","1,196,742.43","1,111,249.06","1,491,934.34","1,430,026.92","1,358,834.17",278705.264,222533,232302.584,5.353089922,6.426134191,5.84941478740,9.27%
南亞塑膠工業股份有限公司,75370905,"1,606,554.12","1,385,813.17","1,357,668.71","2,929,143.88","2,366,726.19","2,266,178.04","4,535,698.00","3,752,539.36","3,623,846.75",355183.3,259755.344,259608.483,12.77002044,14.44643757,13.95889189800,9.31%
遠東新世紀股份有限公司,3522600,"458,567.59","353,014.54","409,217.74","233,971.55","216,517.24","157,949.76","692,539.13","569,531.79","567,167.50",263944.525,257203.94,270953.983,2.623805627,2.214319851,2.09322444247,-20.22%
友達光電股份有限公司,84149738,"48,384.16","50,863.33","47,817.45","1,901,619.55","1,921,049.56","1,796,703.85","1,950,003.71","1,971,912.89","1,844,521.30",246792.674,247964.437,280245.421,7.901384099,7.952402021,6.58180709400,-16.70%
台灣化學纖維股份有限公司,58650902,"4,646,004.64","5,126,821.90","4,913,084.84","3,047,233.98","2,896,090.77","2,806,408.73","7,693,238.62","8,022,912.66","7,719,493.58",379896.563,332619.533,348607.574,20.25087713,24.12038941,22.14379191888,9.35%
中國鋼鐵股份有限公司,30414175,"18,248,808.26","16,808,553.91","17,586,099.74","1,381,927.90","1,257,852.43","1,176,830.21","19,630,736.16","18,066,406.34","18,762,929.95",449567.488,363326.498,360535.714,43.66582701,49.72498962,52.04180673763,19.18%
日月光半導體製造股份有限公司,76027628,"30,831.91","23,930.20","12,754.00","542,243.81","519,628.21","518,610.22","573,075.72","543,558.41","531,364.22",670872.643,581914.471,595409.585,0.8542243092,0.9340864287,0.89243477664,4.47%
統一企業股份有限公司,73251209,"30,490.12","32,439.89","33,126.37","43,184.77","45,122.40","44,577.95","73,674.89","77,562.29","77,704.32",524831.664,581102.935,657636.534,0.1403781347,0.1334742699,0.11815693926,-15.83%
台塑石化股份有限公司,86522210,"24,000,500.67","24,004,640.25","23,207,725.54","466,545.91","229,853.75","236,963.90","24,467,046.58","24,234,494.00","23,444,689.44",848048.496,712576.194,663823.047,28.85099932,34.00968795,35.31767923086,22.41%
台灣中油股份有限公司,3707901,"5,976,716.84","5,564,731.09","5,770,653.96","1,049,496.79","978,196.00","978,906.37","7,026,213.64","6,542,927.09","6,749,560.33",1221856.842,1103468.528,1097341.659,5.75043933,5.92941885,6.15082848140,6.96%
廣達電腦股份有限公司,22822281,474.30,942.99,809.35,"29,597.04","26,522.66","28,072.93","30,071.34","27,465.66","28,882.28",1280429.312,1085611.052,1410755.659,0.02348535739,0.02529972401,0.02047291451,-12.83%
台灣積體電路製造股份有限公司,22099131,"1,837,487.42","1,288,103.93","1,574,757.53","9,248,508.26","10,130,173.70","10,565,676.50","11,085,995.68","11,418,277.62","12,140,434.02",2263891.292,2161735.841,2894307.699,4.896876329,5.281994869,4.19458996160,-14.34%
台灣美光記憶體股份有限公司,28518076,"170,304.68","161,865.06","194,666.78","965,648.80","995,024.33","1,006,550.74","1,135,953.48","1,156,889.39","1,201,217.52",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
台灣美光晶圓科技股份有限公司,80353271,"157,903.01","103,779.59","100,701.33","955,205.32","877,477.78","772,501.99","1,113,108.33","981,257.36","873,203.32",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
矽品精密工業股份有限公司,55991080,"23,004.20","16,459.64","12,153.57","557,959.15","542,599.02","536,582.23","580,963.34","559,058.66","548,735.80",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
聯亞科技股份有限公司,22099456,207.37,186.49,115.50,"584,353.94","553,519.49","533,365.37","584,561.31","553,705.98","533,480.88",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
亞東工業氣體股份有限公司,22522453,"8,538.51","14,156.64","7,662.55","315,721.68","342,450.57","369,963.28","324,260.19","356,607.21","377,625.84",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣康寧顯示玻璃股份有限公司,4388145,"44,897.48","41,826.03","41,930.54","403,417.06","376,432.32","353,115.62","448,314.54","418,258.35","395,046.16",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
燁聯鋼鐵股份有限公司,23218395,"239,648.82","190,757.81","223,796.28","330,488.09","294,245.97","305,517.84","570,136.91","485,003.78","529,314.11",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
艾杰旭顯示玻璃股份有限公司,70584724,"102,226.83","109,046.08","114,705.43","270,270.33","279,959.83","274,354.58","372,497.16","389,005.92","389,060.01",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
慶欣欣鋼鐵股份有限公司,80354671,"146,328.42","136,601.74","47,995.93","227,126.59","215,342.11","194,753.33","373,455.01","351,943.85","242,749.26",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
中龍鋼鐵股份有限公司,84613756,"8,810,467.86","9,054,468.02","8,791,141.30","160,232.14","161,898.04","191,821.14","8,970,700.00","9,216,366.06","8,982,962.45",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
協勝發鋼鐵廠股份有限公司,79254702,"83,136.71","83,797.40","77,806.88","179,537.17","190,747.73","174,113.21","262,673.87","274,545.14","251,920.09",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
李長榮化學工業股份有限公司,39054405,"77,782.42","64,032.63","57,733.13","170,747.90","151,712.45","139,410.98","248,530.32","215,745.08","197,144.11",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣志氯化學股份有限公司,22318516,104.59,111.53,92.39,"153,547.45","136,331.11","127,803.99","153,652.03","136,442.64","127,896.38",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
易昇鋼鐵股份有限公司,28098406,"44,407.20","65,362.93","44,171.78","128,470.53","116,084.51","117,001.57","172,877.74","181,447.44","161,173.35",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣醋酸化學股份有限公司,80087041,"52,676.19","16,203.87","14,925.15","119,353.91","119,983.09","116,129.47","172,030.10","136,186.96","131,054.62",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣必成股份有限公司,22662355,"50,413.84","40,358.44","43,846.77","153,554.47","114,311.00","109,776.39","203,968.30","154,669.44","153,623.16",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
羅東鋼鐵廠股份有限公司,42010509,"39,293.30","38,794.88","71,473.13","105,467.35","105,144.97","97,634.48","144,760.65","143,939.85","169,107.61",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣福雷電子股份有限公司,22100242,442.61,"1,148.59","2,008.55","135,924.42","117,745.58","94,265.68","136,367.02","118,894.17","96,274.23",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
中鋼鋁業股份有限公司,96971313,"68,907.38","54,489.56","56,879.80","109,592.72","93,090.68","92,637.68","178,500.10","147,580.24","149,517.48",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
環球橡膠股份有限公司,29058640,"6,375.37","5,666.65","6,502.32","94,468.54","72,197.15","89,328.52","100,843.91","77,863.80","95,830.84",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣銅箔股份有限公司,61932639,"10,746.02","11,796.82","12,551.46","93,880.71","84,040.47","88,350.38","104,626.73","95,837.29","100,901.84",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
建順煉鋼股份有限公司,55695790,"33,260.00","42,299.93","40,755.51","101,876.54","87,285.45","83,478.89","135,136.54","129,585.38","124,234.41",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣寶理塑膠股份有限公司,22853994,"6,323.65","4,724.63","6,692.54","106,169.60","71,835.30","80,553.97","112,493.26","76,559.93","87,246.51",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
聯成鋼鐵股份有限公司,22822748,"31,768.24","28,884.62","10,762.08","65,840.15","68,394.89","72,226.22","97,608.39","97,279.52","82,988.31",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
三義化學工業股份有限公司,23827741,"4,942.67","7,409.27","6,382.52","82,608.11","73,274.51","70,333.49","87,550.78","80,683.78","76,716.01",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
亞東石化股份有限公司,22318678,"232,650.64","246,104.94","216,385.83","106,878.82","92,237.90","68,688.29","339,529.45","338,342.85","285,074.11",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
艾克爾國際科技股份有限公司,16631664,"10,159.56","9,263.41","8,468.00","72,698.67","68,949.92","67,968.77","82,858.23","78,213.33","76,436.77",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
信昌化學工業股份有限公司,86120031,"202,227.88","96,379.65","153,958.77","87,876.50","42,068.82","67,806.28","290,104.38","138,448.47","221,765.05",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
晶兆成科技股份有限公司,28438025,"1,297.08","1,283.57","1,341.13","75,481.16","70,803.44","67,464.70","76,778.25","72,087.01","68,805.83",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
裕鐵企業股份有限公司,85978401,"35,834.10","49,256.34","62,753.57","43,152.62","48,440.25","56,193.14","78,986.73","97,696.59","118,946.71",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
晶元光電股份有限公司,84149786,"38,836.16","12,434.80","12,064.16","88,919.01","64,951.06","55,133.84","127,755.17","77,385.86","67,198.00",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
尚承鋼鐵股份有限公司,27208480,"76,431.54","92,727.24","54,323.53","73,968.56","77,861.45","51,940.77","150,400.10","170,588.69","106,264.30",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台日古河銅箔股份有限公司,97168665,"3,460.99","2,977.98","3,728.26","50,921.10","48,142.90","51,873.81","54,382.09","51,120.88","55,602.07",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
晉瑜企業股份有限公司,89939090,"12,879.91","11,003.67","10,626.34","54,887.58","58,768.22","51,725.91","67,767.49","69,771.89","62,352.26",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台塑科騰化學有限公司,53667030,"8,211.08","7,782.11","6,238.71","49,413.21","54,215.75","51,591.17","57,624.30","61,997.85","57,829.88",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
中興紡織廠股份有限公司,35082604,"55,067.48","13,514.34","24,186.66","70,346.23","52,024.13","50,586.80","125,413.72","65,538.47","74,773.46",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
聯華氣體工業股份有限公司,5258865,"1,254.22","2,301.56",864.10,"57,202.20","53,654.33","49,227.36","58,456.42","55,955.89","50,091.47",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣氯乙烯工業股份有限公司,19084015,"126,898.80","121,335.88","112,210.46","51,940.84","55,018.15","47,919.15","178,839.64","176,354.03","160,129.61",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
新科光電材料股份有限公司,27366467,"10,408.90","9,894.31","10,552.93","53,606.12","50,736.57","44,295.87","64,015.02","60,630.88","54,848.80",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣通用器材股份有限公司,38119936,"3,806.71","3,781.05","2,882.48","42,576.73","44,135.15","43,956.86","46,383.44","47,916.20","46,839.34",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台塑旭彈性纖維股份有限公司,16446128,"1,256.07","4,347.63","3,377.46","46,508.08","39,197.09","43,900.91","47,764.16","43,544.72","47,278.37",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
藍海氣體工業股份有限公司,28438186,118.72,103.49,60.65,"43,057.87","43,478.42","41,872.78","43,176.59","43,581.91","41,933.44",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
德州儀器工業股份有限公司,33405832,52.26,"1,581.51",156.28,"46,756.12","46,339.18","40,694.23","46,808.38","47,920.69","40,850.50",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣石化合成股份有限公司,30974253,"52,348.67","46,948.23","47,681.43","49,863.71","37,895.67","38,572.62","102,212.38","84,843.90","86,254.05",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
先豐通訊股份有限公司,22554807,"19,779.07","15,562.46","13,540.83","47,499.80","42,267.04","38,023.14","67,278.88","57,829.49","51,563.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
名佳利金屬工業股份有限公司,45018531,"7,177.66","6,792.14","8,421.65","34,471.71","33,427.76","36,869.62","41,649.37","40,219.90","45,291.26",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
嘉惠電力股份有限公司,96976990,"1,748,018.00","1,756,929.01","2,029,312.26","14,332.81","18,091.32","35,951.04","1,762,350.81","1,775,020.33","2,065,263.30",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
義芳化學工業股份有限公司,15395706,"314,294.48","361,544.78","375,612.68","61,822.63","43,349.56","34,525.38","376,117.11","404,894.34","410,138.06",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
遠東氣體工業股份有限公司,22956507,17.25,18.14,14.98,"37,720.78","33,395.98","34,377.13","37,738.03","33,414.13","34,392.12",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
聯穎光電股份有限公司,53170263,"18,859.92","11,043.85","14,629.30","37,678.61","35,661.27","33,964.19","56,538.53","46,705.12","48,593.48",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
廣源造紙股份有限公司,50301500,"90,257.03","68,702.42","85,578.11","40,652.25","35,129.33","32,822.14","130,909.28","103,831.75","118,400.25",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
盧森堡商達爾國際股份有限公司,51158518,933.21,"15,028.06","25,152.44","10,708.83","25,557.98","31,671.35","11,642.04","40,586.04","56,823.80",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
科德寶遠東股份有限公司,22663158,"3,692.83","3,473.73","3,773.55","34,423.32","30,592.83","30,907.08","38,116.15","34,066.55","34,680.63",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
義美食品股份有限公司,11768704,"21,227.29","21,637.52","22,694.28","32,168.66","32,223.14","29,540.40","53,395.96","53,860.66","52,234.67",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台豐印刷電路工業股份有限公司,11833698,"1,192.93",752.13,867.48,"35,977.01","29,849.08","28,550.06","37,169.93","30,601.21","29,417.54",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣三元能源科技股份有限公司,90838471,0.00,0.00,"3,124.77",0,0,"28,438.14",0,0,"31,562.91",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
六和機械股份有限公司,44528635,"8,881.85","8,041.60","7,605.10","34,568.36","32,296.26","28,237.58","43,450.21","40,337.86","35,842.68",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
華夏玻璃股份有限公司,47109348,"90,669.50","76,030.98","93,556.34","28,039.38","26,120.55","28,006.01","118,708.89","102,151.53","121,562.35",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
國瑞汽車股份有限公司,12488060,"10,206.43","10,099.27","10,251.93","28,086.14","28,600.10","27,158.25","38,292.57","38,699.37","37,410.18",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
矽格聯測股份有限公司,84149456,375.48,377.16,351.98,"35,883.23","28,468.88","26,852.89","36,258.71","28,846.04","27,204.87",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
旭德科技股份有限公司,16638110,"2,669.53","2,666.41","1,571.94","28,422.50","27,975.02","26,754.08","31,092.03","30,641.43","28,326.01",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
中美和石油化學股份有限公司,14040691,"175,222.70","155,795.34","159,109.86","27,902.78","29,438.19","26,398.01","203,125.48","185,233.53","185,507.87",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
住華科技股份有限公司,70848177,"13,503.74","12,894.83","10,868.21","31,258.66","30,920.40","26,118.29","44,762.40","43,815.22","36,986.50",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
鴻揚半導體股份有限公司,90505585,"11,492.49","8,320.13","14,213.34","28,806.03","26,711.55","25,920.67","40,298.52","35,031.68","40,134.01",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
餘慶堂興業股份有限公司,28730458,"15,466.75","17,708.20","16,625.16","23,736.24","23,691.45","24,559.54","39,202.99","41,399.65","41,184.70",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
福隆玻璃纖維股份有限公司,22663571,"21,764.31","21,530.80","19,796.06","30,977.10","28,319.14","24,313.35","52,741.41","49,849.95","44,109.41",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
美商蘋果電子股份有限公司,54393468,"3,179.52","3,017.38","1,262.85","25,568.04","25,262.37","23,949.99","28,747.56","28,279.75","25,212.84",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
合眾紙業股份有限公司,4380087,"34,475.01","32,008.49","35,333.97","26,703.85","23,999.25","23,419.77","61,178.86","56,007.74","58,753.74",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣恩智浦半導體股份有限公司,89002500,"1,065.25","1,210.77",883.00,"67,486.62","61,873.14","23,397.40","68,551.87","63,083.91","24,280.40",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
東培工業股份有限公司,7220508,"1,996.97","1,541.78","1,484.60","29,204.54","22,779.82","22,981.69","31,201.51","24,321.60","24,466.30",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
龍慶鋼鐵企業股份有限公司,85793919,"26,586.72","21,852.11","16,093.94","49,218.05","38,331.24","22,809.64","75,804.77","60,183.35","38,903.58",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
達輝光電股份有限公司,28230046,"16,011.18","14,522.21","15,687.73","22,973.15","22,535.49","22,727.68","38,984.33","37,057.70","38,415.40",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
能元科技股份有限公司,16441469,"5,864.79","4,855.45","4,679.71","29,069.67","23,830.30","22,226.43","34,934.46","28,685.76","26,906.13",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
林園先進材料科技股份有限公司,42818882,"252,680.77","204,778.65","198,807.30","21,953.35","26,068.95","22,130.14","274,634.12","230,847.60","220,937.44",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
臺灣湯淺電池股份有限公司,35878589,"2,138.91","1,763.38","1,649.07","25,469.77","21,948.06","21,050.53","27,608.68","23,711.45","22,699.60",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
古河銅箔股份有限公司,53372182,"1,443.34","1,044.09",981.84,"24,335.87","19,709.09","20,701.36","25,779.21","20,753.19","21,683.20",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
高雄塑酯化學工業股份有限公司,85803825,"68,089.72","67,502.81","72,644.41","20,582.15","20,286.69","20,276.48","88,671.87","87,789.50","92,920.89",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
立安東化工股份有限公司,20939460,"57,006.91","47,834.05","118,268.12","13,102.45","12,239.56","20,204.91","70,109.36","60,073.61","138,473.03",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
元隆電子股份有限公司,22099174,"55,257.84","47,601.84","42,976.16","20,079.14","21,397.75","20,028.20","75,336.98","68,999.59","63,004.36",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
臺灣紙業股份有限公司,11912102,"6,510.28","6,915.25","7,373.77","22,047.80","20,101.53","20,022.90","28,558.08","27,016.77","27,396.67",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
合興石化工業股份有限公司,23531178,"24,060.00","23,591.98","22,391.49","26,648.85","27,132.48","19,739.05","50,708.86","50,724.46","42,130.54",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
遠東先進纖維股份有限公司,89392269,"3,854.41","4,279.82","4,381.07","21,940.86","17,249.69","18,972.70","25,795.27","21,529.51","23,353.77",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣電力股份有限公司,3795904,"98,174,725.15","93,256,661.62","91,415,667.52","19,158.30","71,422.03","18,906.75","98,193,883.45","93,328,083.64","91,434,574.27",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
日皓造紙工業股份有限公司,24001900,"20,259.75","21,702.22","21,698.05","19,357.17","20,393.58","18,480.81","39,616.92","42,095.80","40,178.86",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣普利司通股份有限公司,43031502,"11,129.05","9,994.90","11,120.56","19,609.39","17,770.72","18,035.40","30,738.44","27,765.63","29,155.96",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣華可貴股份有限公司,44883108,"6,699.45","4,979.72","5,344.51","24,572.59","18,902.52","17,652.56","31,272.05","23,882.25","22,997.07",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台硝股份有限公司,38033305,"47,460.66","47,325.90","43,849.67","17,707.93","16,658.11","17,278.67","65,168.59","63,984.01","61,128.34",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
碁富食品股份有限公司,22360437,"6,716.44","5,783.77","6,186.01","18,371.63","17,705.06","17,053.67","25,088.07","23,488.83","23,239.68",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
晉禾企業股份有限公司,88680066,"6,401.14","5,154.06","4,814.52","25,609.72","20,435.17","16,932.04","32,010.86","25,589.24","21,746.55",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣史谷脫紙業股份有限公司,11820053,"12,614.40","11,634.67","11,235.97","18,820.89","17,552.81","16,359.26","31,435.29","29,187.48","27,595.23",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
中聯油脂股份有限公司,89480404,"31,178.71","30,735.24","29,803.33","15,984.66","15,541.88","15,941.14","47,163.37","46,277.12","45,744.47",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
