公司,事業統編,行業大類,2023,2024,2015,2016,2017,2018,2019,2020,2021
中美和石油化學股份有限公司,14040691,石化業,"29,438.19","26,398.01","211,772.00","206,243.00","204,077.00","208,854.00","189,160.00","168,787.00","194,556.92"
海光企業股份有限公司,75470524,鋼鐵業,"126,745.48","118,800.95","230,510.00","187,116.00","233,933.00","286,501.00","195,503.00","203,461.00","197,534.58"
易昇鋼鐵股份有限公司,28098406,鋼鐵業,"116,084.51","117,001.56","128,429.00","142,095.00","134,584.00","122,413.00","120,741.00","113,026.00","138,044.86"
台灣氯乙烯工業股份有限公司,19084015,石化業,"55,018.15","47,919.15","211,916.00","304,213.00","210,713.00","204,998.00","200,084.00","172,706.00","199,150.58"
尚承鋼鐵股份有限公司,27208480,鋼鐵業,"77,861.45","51,940.77","190,942.00","173,568.00","183,112.00","171,394.00","150,695.00","151,356.00","199,274.98"
大立光電股份有限公司,22480876,光電業,"162,602.96","164,159.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00
福懋興業股份有限公司,14001199,紡織業,"83,080.94","80,975.62","495,731.00","457,788.00","431,832.00","445,304.00","356,183.00","308,892.00","277,973.15"
力麗企業股份有限公司,	07663290,石化業,"108,075.42","81,360.16","224,713.00","204,917.00","216,385.00","215,144.00","209,849.00","188,046.00","191,450.49"
台灣必成股份有限公司,22662355,非金屬製品加工業,"114,311.00","109,776.39","270,418.00","273,382.00","256,989.00","262,041.00","254,547.00","230,435.00","257,574.41"
富喬工業股份有限公司,16834268,非金屬製品加工業,"85,163.34","87,560.23","206,387.00","208,856.00","207,777.00","216,287.00","203,387.00","157,434.00","175,464.61"
中鋼鋁業股份有限公司,96971313,鋁製造業,"93,090.68","92,637.68","188,616.00","212,347.00","208,283.00","210,216.00","201,799.00","179,706.00","202,897.73"
華通電腦股份有限公司,	04401392,電子業,"142,573.99","137,493.92",0.00,0.00,0.00,0.00,0.00,0.00,0.00
燁輝企業股份有限公司,75947936,鋼鐵業,"81,464.35","80,529.00","120,133.00","135,117.00","152,153.00","139,223.00","132,506.00","129,160.00","144,255.66"
環球晶圓股份有限公司,28113286,半導體業,"143,491.38","143,728.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00
穩懋半導體股份有限公司,70752257,半導體業,"108,607.76","76,852.84","112,916.00","119,945.00","152,118.00","164,485.00","168,888.00","191,271.00","206,329.04"
台橡股份有限公司,	03553737,石化業,"42,997.72","31,921.76","145,774.00","155,189.00","166,175.00","158,173.00","156,909.00","145,266.00","159,379.54"
羅東鋼鐵廠股份有限公司,42010509,鋼鐵業,"105,144.97","97,634.48",0.00,"122,692.00","116,147.00","133,826.00","119,433.00","116,497.00","156,062.70"
台灣聚合化學品股份有限公司,11917107,石化業,"121,408.27","107,717.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00
信昌化學工業股份有限公司,86120031,石化業,"42,068.82","67,806.28","384,496.00","308,204.00","336,415.00","373,608.00","319,800.00","275,142.00","272,288.57"
台灣志氯化學股份有限公司,22318516,石化業,"136,331.11","127,803.99",0.00,0.00,0.00,0.00,0.00,0.00,0.00
台灣醋酸化學股份有限公司,80087041,石化業,"119,983.09","116,129.47",0.00,0.00,0.00,0.00,0.00,0.00,0.00
頎邦科技股份有限公司,16130009,半導體業,"126,835.62","127,584.69",0.00,0.00,0.00,0.00,0.00,0.00,0.00
建順煉鋼股份有限公司,55695790,鋼鐵業,"87,285.45","83,478.89","185,446.00","171,369.00","165,998.00","130,054.00","113,485.00","121,937.00","139,543.56"
中聯資源股份有限公司,86119908,非金屬製品加工業,"63,647.46","61,805.92",0.00,0.00,0.00,0.00,"52,299.00","59,810.00","56,650.22"
台灣茂矽電子股份有限公司,22099110,半導體業,"45,102.86","44,915.19","110,084.00","165,962.00","185,520.00","208,667.00","175,591.00","223,622.00","210,204.00"
台南紡織股份有限公司,68919301,石化業,"74,369.64","62,359.10","101,205.00","93,236.00","93,216.00","93,969.00","81,958.00","66,596.00","61,478.00"
台灣福雷電子股份有限公司,22100242,半導體業,"117,745.58","94,265.69",0.00,0.00,0.00,0.00,0.00,0.00,0.00
精材科技股份有限公司,16741846,電子業,"88,467.58","90,201.88","204,883.00","189,707.00","161,224.00","134,863.00","111,930.00","159,052.00","173,962.68"
福懋科技股份有限公司,23826736,半導體業,"111,015.42","111,111.97",0.00,0.00,0.00,0.00,0.00,0.00,0.00
集盛實業股份有限公司,43295237,紡織業,"87,032.06","92,767.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00
永豐餘消費品實業股份有限公司,22327037,造紙業,"46,650.28","47,204.14","102,350.00","120,568.00","128,060.00","118,287.00","107,114.00","71,680.00","73,451.49"
亞洲聚合股份有限公司,20747385,石化業,"97,777.51","90,756.88",0.00,0.00,0.00,0.00,0.00,0.00,0.00
華夏海灣塑膠股份有限公司,11686106,石化業,"75,042.86","68,172.70",0.00,0.00,0.00,"153,992.00","140,667.00","130,539.00","139,100.90"
金居開發股份有限公司,16447610,銅製造業,"101,227.51","91,092.49",0.00,0.00,0.00,0.00,0.00,0.00,0.00
廣源造紙股份有限公司,50301500,造紙業,"35,129.33","32,822.14","155,908.00","113,734.00","164,342.00","173,084.00","160,294.00","160,186.00","176,129.27"
華夏玻璃股份有限公司,47109348,非金屬製品加工業,"26,120.55","28,006.01","135,843.00","114,186.00","138,516.00","122,491.00","117,774.00","125,383.00","118,305.04"
超豐電子股份有限公司,	05126366,半導體業,"99,493.95","103,196.47",0.00,0.00,0.00,0.00,0.00,0.00,0.00
大統益股份有限公司,20927014,食品業,"88,705.19","104,179.99",0.00,0.00,0.00,0.00,0.00,0.00,0.00
裕鐵企業股份有限公司,85978401,鋼鐵業,"48,440.25","56,193.14",0.00,"84,252.00","87,016.00","118,647.00","111,365.00","118,789.00","119,209.99"
聯成鋼鐵股份有限公司,22822748,鋼鐵業,"68,394.89","72,226.22","84,217.00","92,807.00","105,315.00","103,585.00","93,033.00","90,665.00","98,111.01"
宏遠興業股份有限公司,22817999,紡織業,"43,387.87","37,833.65","145,587.00","154,236.00","162,217.00","155,577.00","134,816.00","124,556.00","139,420.06"
台灣銅箔股份有限公司,61932639,銅製造業,"84,040.47","88,350.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00
冠軍建材股份有限公司,49701774,非金屬製品加工業,"26,632.19","23,443.66","97,745.00","79,317.00","73,697.00","87,341.00","91,439.00","92,107.00","88,929.78"
高雄塑酯化學工業股份有限公司,85803825,石化業,"20,286.69","20,276.48","119,648.00","116,446.00","108,128.00","101,716.00","96,160.00","91,341.00","101,929.40"
燿華電子股份有限公司,	05637971,電子業,"84,520.19","89,957.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00
唐榮鐵工廠股份有限公司,75460005,鋼鐵業,"56,537.88","59,364.17","167,335.00","192,093.00","212,868.00","176,697.00","156,062.00","172,719.00","151,749.00"
台灣石化合成股份有限公司,30974253,石化業,"37,895.67","38,572.62","110,913.00","117,526.00","133,789.00","141,992.00","28,189.00","115,869.00","135,239.93"
中鋼碳素化學股份有限公司,23221384,石化業,"57,646.63","56,755.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00
金像電子股份有限公司,30955404,電子業,"65,303.53","59,720.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00
台灣鋼聯股份有限公司,89528054,石化業,"9,399.67","8,166.83","130,987.00","127,795.00","109,320.00","118,992.00","100,120.00","98,762.00","81,440.15"
三義化學工業股份有限公司,23827741,石化業,"73,274.51","70,333.49",0.00,0.00,0.00,0.00,0.00,0.00,0.00
正新橡膠工業股份有限公司,59504506,石化業,"49,058.94","45,205.95","89,484.00","84,343.00","83,400.00","79,863.00","73,965.00","70,930.00","68,895.28"
艾克爾國際科技股份有限公司,16631664,半導體業,"68,949.92","67,968.77",0.00,0.00,0.00,0.00,0.00,0.00,0.00
環球橡膠股份有限公司,29058640,石化業,"72,197.15","89,328.52",0.00,0.00,0.00,0.00,0.00,0.00,0.00
南中石化工業股份有限公司,97161348,石化業,"76,154.99",412.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
統一企業股份有限公司,73251209,食品業,"45,122.40","44,577.95",0.00,0.00,0.00,0.00,0.00,0.00,0.00
晶元光電股份有限公司,84149786,光電業,"64,951.06","55,133.84",0.00,0.00,0.00,0.00,0.00,0.00,0.00
台灣寶理塑膠股份有限公司,22853994,石化業,"71,835.30","80,553.97",0.00,0.00,0.00,0.00,0.00,0.00,0.00
統一實業股份有限公司,73252657,鋼鐵業,"50,288.73","59,948.05","139,076.00","140,670.00","142,238.00","135,245.00","116,963.00","117,759.00","129,421.30"
國巨股份有限公司,22636630,電子業,"70,336.48","25,785.69",0.00,0.00,0.00,0.00,0.00,0.00,0.00
盛餘股份有限公司,79837539,鋼鐵業,"47,350.66","49,308.64","101,075.00","100,750.00","103,600.00","79,576.00","76,971.00","78,577.00","87,972.30"
晶兆成科技股份有限公司,28438025,半導體業,"70,803.44","67,464.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00
華泰電子股份有限公司,89004161,電子業,"70,642.50","63,916.98",0.00,0.00,0.00,0.00,0.00,0.00,0.00
晉瑜企業股份有限公司,89939090,水泥業,"58,768.22","51,725.92",0.00,0.00,0.00,0.00,0.00,0.00,0.00
元隆電子股份有限公司,22099174,半導體業,"21,397.75","20,028.20","41,851.00","66,247.00","71,569.00","78,179.00","68,299.00","77,372.00","80,372.04"
和益化學工業股份有限公司,	04312878,石化業,"18,822.18","16,628.97","87,754.00","85,773.00","90,991.00","87,394.00","93,942.00","84,244.00","90,737.01"
中興紡織廠股份有限公司,35082604,石化業,"52,024.13","50,586.80","152,822.00","154,492.00","165,558.00","168,667.00","163,154.00","138,579.00","153,631.89"
台硝股份有限公司,38033305,石化業,"16,658.11","17,278.67","46,905.00","56,722.00","58,212.00","65,459.00","64,679.00","63,380.00","61,748.50"
合晶科技股份有限公司,16138282,半導體業,"60,412.25","60,629.63","27,892.00","32,222.00","34,602.00","37,168.00","36,526.00","69,329.00","75,046.03"
得力實業股份有限公司,73686632,紡織業,"26,393.72","23,320.77","80,104.00","69,000.00","68,405.00","87,544.00","85,305.00","67,369.00","72,531.63"
台灣恩智浦半導體股份有限公司,89002500,半導體業,"61,873.14","23,397.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00
漢磊科技股份有限公司,54389725,半導體業,"35,858.95","35,034.71","57,595.00","70,729.00","74,885.00","78,564.00","70,262.00","67,292.00","85,970.56"
台灣糖業股份有限公司,	03794905,食品業,"2,787.62","2,520.95","97,044.00","102,761.00","106,524.00","91,743.00","93,083.00","83,549.00","83,823.34"
台塑科騰化學有限公司,53667030,石化業,"54,215.75","51,591.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00
新科光電材料股份有限公司,27366467,石化業,"50,736.57","44,295.87",0.00,0.00,0.00,0.00,0.00,0.00,0.00
龍慶鋼鐵企業股份有限公司,85793919,鋼鐵業,"38,331.24","22,809.64","139,047.00","118,709.00","113,309.00","83,022.00","63,352.00","72,850.00","79,676.75"
立安東化工股份有限公司,20939460,石化業,"12,239.56","20,204.91","79,738.00","87,454.00","100,769.00","116,013.00","118,614.00","104,181.00","101,975.34"
勝一化工股份有限公司,75970680,石化業,"8,355.20","8,523.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00
李長榮科技股份有限公司,97173920,銅製造業,"58,566.90","51,851.76",0.00,0.00,0.00,0.00,0.00,0.00,0.00
敬鵬工業股份有限公司,43816068,電子業,"55,303.00","52,410.47",0.00,0.00,0.00,0.00,0.00,0.00,0.00
先豐通訊股份有限公司,22554807,電子業,"42,267.04","38,023.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00
華東科技股份有限公司,22101116,半導體業,"56,130.27","56,919.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00
合眾紙業股份有限公司,	04380087,造紙業,"23,999.25","23,419.77","65,438.00","63,861.00","68,452.00","67,221.00","60,893.00","62,689.00","64,893.82"
聯華氣體工業股份有限公司,	05258865,石化業,"53,654.33","49,227.36",0.00,0.00,0.00,0.00,0.00,0.00,0.00
華新科技股份有限公司,19004316,電子業,"53,493.09","56,028.13",0.00,0.00,0.00,0.00,0.00,0.00,0.00
東盟開發實業股份有限公司,88121697,鋼鐵業,"32,007.64","29,842.66",0.00,0.00,0.00,0.00,0.00,0.00,"66,303.25"
中環股份有限公司,12205020,電子業,"54,670.16","33,229.65",0.00,0.00,0.00,0.00,0.00,0.00,0.00
東南實業股份有限公司,11384405,石化業,"7,255.46","6,631.62",0.00,0.00,0.00,0.00,0.00,0.00,0.00
義美食品股份有限公司,11768704,食品業,"32,223.14","29,540.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00
新唐科技股份有限公司,28112646,半導體業,"35,031.35","33,297.93","68,924.00","75,225.00","80,723.00","75,264.00","68,247.00","72,971.00","74,995.08"
聯成化學科技股份有限公司,	04748660,石化業,"14,442.36","12,513.77","80,563.00","84,560.00","89,482.00","84,226.00","89,942.00","97,288.00","39,709.68"
台日古河銅箔股份有限公司,97168665,銅製造業,"48,142.90","51,873.81",0.00,0.00,0.00,0.00,0.00,0.00,0.00
合興石化工業股份有限公司,23531178,石化業,"27,132.48","19,739.05",0.00,0.00,"73,147.00","73,899.00","45,079.00","55,114.00","62,752.50"
福隆玻璃纖維股份有限公司,22663571,非金屬製品加工業,"28,319.14","24,313.35","53,774.00","53,771.00","56,425.00","57,249.00","50,520.00","55,043.00","55,142.26"
大享容器工業股份有限公司,46007218,非金屬製品加工業,"9,748.00","9,971.44","96,615.00","99,263.00","101,904.00","99,894.00","95,969.00","104,775.00","100,867.92"
德州儀器工業股份有限公司,33405832,半導體業,"46,339.18","40,694.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00
台灣通用器材股份有限公司,38119936,半導體業,"44,135.15","43,956.86",0.00,0.00,0.00,0.00,0.00,0.00,0.00
味丹企業股份有限公司,56121907,食品業,"12,140.13","11,676.02","250,402.00","224,136.00","171,828.00","172,672.00","178,899.00","111,334.00","83,684.37"
