基本資料,基本資料,基本資料,基本資料,基本資料,基本資料,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,碳費衝擊,碳費衝擊,碳費衝擊,碳費衝擊,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,策略與行動,策略與行動,策略與行動,策略與行動,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024
22327037,6790,永豐餘消費品實業股份有限公司,永豐實,造紙業,台中市,105973.696,61702.32,46650.275,62323,33734.69,375.91,27897.98,NA,282.05,32.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7921088,0.01839054343,,,2050,相較 2018 基準年，於 NA 年減量（百分比未揭露）,資料不足,2018,NA,,NA,128060,否,否,2050年轉換低碳替代燃料率達30%，持續推動生質燃料、天然氣、SRF替代燃煤。預計2025年第一季天然氣鍋爐建置完成啟用，取代既有燃煤鍋爐。增加綠色採購、開發低碳綠色產品。,增加綠色採購、開發低碳綠色產品,有提供,0.3936,燃煤: 504812 GJ; 外購電力: 358513 GJ; 木顆粒: 191183 GJ; 液化石油氣: 144946 GJ; 天然氣: 56195 GJ; SRF: 24598 GJ; 生質能: 17686 GJ; 餘泥: 5177 GJ; 再生能源: 3419 GJ; 柴油: 949 GJ;,99586944.44,101/164,0.0094,3833,未達成 / 未說明,自發自用、再生能源憑證,NA,0.01,,71680,73451.489,105973.696,7.07979356,7.155664751,9.725344629,,,99586944.44,,3833,3833,30148.025,25566.82,23840.38
20747385,1308,亞洲聚合股份有限公司,亞聚,石化業,高雄市,109186.834,10154.77,97777.5068,307945,299718.32,NA,NA,521.89,29.01,0.47,202.39,NA,7472.48,NA,NA,NA,NA,NA,NA,32.7560502,0.214048194,,,2050,相較 2017 基準年，於 2030 年減量 27%,,2017,2030,0.27,117228,0,否,否,推動煤轉氣、提高再生能源使用比例。貨運上游運輸盤查、國內產品運輸盤查、採購貨物盤查。,貨運上游運輸盤查、國內產品運輸盤查、採購貨物盤查,有提供,NA,電力: 672633 GJ; 蒸汽: 69493 GJ; 燃料油: 33023 GJ; 其他能源: 3351 GJ;,186842500,75/164,0,496.08,未達成 / 未說明,購電協議(規劃中)、自發自用(規劃中),NA,NA,0.2001785423,0,0,109186.834,0,0,18.10346849,,,186842500,,,496.08,0,0,0
11686106,1305,華夏海灣塑膠股份有限公司,華夏,石化業,苗栗縣,116150.463,22373.72,75042.8571,1210077,1210077,679,55061,75622,566,48,316,NA,24462,826151,NA,11,NA,NA,NA,34.8451389,0.06068021439,,,2050,相較 2017 基準年，於 2030 年減量 27%,,2017,2030,0.27,410580,0,否,否,2025年前全面轉用天然氣，長期關注低碳燃料、碳捕捉再利用技術。規劃2025年前全部轉用天然氣。蒐集各項廠內循環再生回收料、投入再生製成新品銷售、採購綠色產品。,蒐集各項廠內循環再生回收料、投入再生製成新品銷售、採購綠色產品,有提供,NA,電力: 953826 GJ; 天然氣: 2279186 GJ; 外購蒸汽: 345399 GJ; 柴油: 4334 GJ; 汽油: 273 GJ;,264951667,56/164,0.0001,1880.88,未達成 / 未說明,自建太陽光電、外購綠電及憑證,NA,0.01,0.1565033939,130539,139100.899,116150.463,7.401227806,10.14793929,10.47653505,298706389,284944444,264951667,,,1880.88,2990.05,1374.545,0
16447610,8358,金居開發股份有限公司,金居,銅製造業,雲林縣,112760.026,2626.33,101227.5076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8280078,0.03060020829,,,2050,相較 NA 基準年，於 NA 年減量 NA,,NA,NA,NA,NA,0,否,否,鍋爐已採天然氣，並持續評估綠電使用可行性及設備汰舊換新。,NA,有提供,NA,電力: 192178240 度; 天然氣: 1003966 立方公尺; 柴油: 4355 公升;,192178240,72/164,NA,2100,未達成 / 未說明,自發自用,NA,0.01,-0.02703358135,0,0,112760.026,0,0,16.52995196,223933665,204913983,192178240,,,2100,0,0,0
50301500,非上市櫃公司,廣源造紙股份有限公司,無簡稱,造紙業,台中市,130909.281,85578.11,35129.328,,,,,,,,,,,,,,,,,39.2727843,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,164342,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,160186,176129.268,130909.281,,,,,,,,,,16543.3,10833.786,13118.2
47109348,非上市櫃公司,華夏玻璃股份有限公司,無簡稱,非金屬製品加工業,新竹市,118708.887,93556.34,26120.5464,,,,,,,,,,,,,,,,,35.6126661,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,138516,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,125383,118305.037,118708.887,,,,,,,,,,0,0,0
05126366,2441,超豐電子股份有限公司,超豐,半導體業,苗栗縣,105578.423,1243.47,99493.9506,27296.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6735269,0.007663363584,,,2050,相較 2022 基準年，於 2030 年減量 10%,,2022,2030,0.1,140901,0,否,否,持續推行減廢和回收計劃、綠色產品採購、產品開發導入綠色設計思維。,持續推行減廢和回收計劃、綠色產品採購、產品開發導入綠色設計思維,未提供,NA,電力: 219037080 度;,219037080,64/164,0.0086,NA,未達成 / 未說明,NA,NA,0.01,,0,0,105578.423,0,0,6.93990386,,,219037080,,,NA,0,0,0
20927014,1232,大統益股份有限公司,大統益,食品業,台南市,94416.515,4714.52,88705.1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3249545,0.01813230734,,,NA,相較 2022 基準年，於 2030 年減量 3%,,2022,2030,0.033,94416,0,否,否,能源轉型、節能推動、製程改善。,NA,未提供,NA,蒸汽: 264771 公噸; 電力: 53500 千度; 天然氣: 2063 千立方公尺; 燃料油: 60 公秉; 汽油: 46 公秉; 柴油: 5 公秉; 液化石油氣: 4 公秉;,53500000,132/164,0.0035,NA,未達成 / 未說明,NA,NA,NA,0.03505961326,0,0,94416.515,0,0,4.278706184,53754000,52865000,53500000,,,NA,0,0,0
85978401,非上市櫃公司,裕鐵企業股份有限公司,無簡稱,鋼鐵業,高雄市,78986.726,62753.57,48440.2498,,,,,,,,,,,,,,,,,23.6960178,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,87016,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,118789,119209.992,78986.726,,,,,,,,,,0,0,0
22822748,非上市櫃公司,聯成鋼鐵股份有限公司,無簡稱,鋼鐵業,桃園市,97608.392,10762.08,68394.8928,,,,,,,,,,,,,,,,,29.2825176,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,105315,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,90665,98111.013,97608.392,,,,,,,,,,0,0,0
22817999,1460,宏遠興業股份有限公司,宏遠,紡織業,台南市,128956.893,57581.23,43387.8718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6870679,淨利為負值,,,2050,相較 2020 基準年，於 2030 年減量 50%,相較 2019 基準年，於 2030 年減量 61.4%,2020,2030,0.5,125306.448,162217,否,否,2024年規劃更換鍋爐燃料，以天然氣(LNG)為主要燃料，並持續觀察鍋爐燃燒狀況及熱能供給生產穩定。2024年規劃更換鍋爐燃料，以天然氣(LNG)為主要燃料。泰國廠於2024年進行去煤。積極與供應商合作開發創新綠色產品、持續通過GRS全球回收標準認證、落實豐田式精實研發降低產品碳足跡。,積極與供應商合作開發創新綠色產品、持續通過GRS全球回收標準認證、落實豐田式精實研發降低產品碳足跡,有提供,0.24,"外購電力: 434,759 GJ; 天然氣: 171,376 GJ; 柴油: 4,979 GJ; 煤: 550,616 GJ; 燃料油: 39,400 GJ; 液化石油氣: 16,693 GJ; 外購蒸汽: 137,574 GJ; 生質燃料: 208,602 GJ; 太陽能: 15,998 GJ;",120766388.9,92/164,0.1422,0,未達成 / 未說明,自發自用,0.2,NA,-0.1616489093,124556,139420.058,128956.893,12.69970743,17.7862515,15.60512811,170984303,131157049,120766388.9,,,0,36316,33564.1,53674.28
61932639,非上市櫃公司,台灣銅箔股份有限公司,無簡稱,銅製造業,南投縣,104626.727,12551.46,84040.4656,,,,,,,,,,,,,,,,,31.3880181,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,104626.727,,,,,,,,,,0,0,0
49701774,1806,冠軍建材股份有限公司,冠軍,非金屬製品加工業,苗栗縣,88750.766,56986.52,26632.188,282.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6252298,46.40256585,,,2050,相較 NA 基準年，於 NA 年減量 NA,,NA,NA,NA,NA,73697,否,否,天然氣持續觀察、設備商和無碳能源的發展。推動廢棄物源頭減量、供應鏈碳足跡盤查。,推動廢棄物源頭減量、供應鏈碳足跡盤查,有提供,NA,天然氣: 965134.24 GJ; 電力: 181072.22 GJ; 柴油: 13062.12 GJ; 汽油: 816.7 GJ; 其他: 54.25 GJ;,50297840,135/164,NA,NA,未達成 / 未說明,NA,1,0.01,-0.2359672921,92107,88929.782,88750.766,30.63689293,28.34273536,25.87881239,54128420,54524725,50297840,,,NA,0,0,0
85803825,非上市櫃公司,高雄塑酯化學工業股份有限公司,無簡稱,石化業,高雄市,88671.871,72644.41,20286.6903,,,,,,,,,,,,,,,,,26.6015613,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,108128,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,91341,101929.403,88671.871,,,,,,,,,,0,0,0
05637971,2367,燿華電子股份有限公司,燿華,電子業,宜蘭縣,98342.645,4258.41,84520.193,36406.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5027935,淨利為負值,,,NA,相較 2020 基準年，於 2030 年減量 30%,,2020,2030,0.3,117485.5614,0,否,否,持續探索並採用低碳燃料或替代性能源。持續提升廢棄物轉化率、減少運輸排碳、不使用衝突礦產。,持續提升廢棄物轉化率、減少運輸排碳、不使用衝突礦產,未提供,NA,電力: 220298.76 千度; 柴油: 792218.95 公升; 汽油: 43702.963 公升;,220298760,63/164,0,1000,未達成 / 未說明,自發自用,NA,0.01,-0.04017628279,0,0,98342.645,0,0,5.306640169,225227000,199537270,220298760,,,1000,0,0,0
75460005,2035,唐榮鐵工廠股份有限公司,唐榮公司,鋼鐵業,高雄市,103364.389,36080.52,56537.8815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0093167,淨利為負值,,,2050,相較 2005 基準年，於 2030 年減量 47%,資料不足,2005,2030,0.47,,212868,否,否,進行各項節電措施，如現場馬達、幫浦投資節能低碳創新技術(量子電爐、氫能等)。,NA,有提供,NA,NA,112972800,96/164,0.0273,3000,未達成 / 未說明,自發自用,0.08,0.01,0.04348491679,172719,151748.999,103364.389,12.31829746,14.17335931,8.479863517,127660800,105126400,112972800,0,3000,3000,0,0,0
30974253,非上市櫃公司,台灣石化合成股份有限公司,無簡稱,石化業,高雄市,102212.379,47681.43,37895.6702,,,,,,,,,,,,,,,,,30.6637137,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,133789,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,115869,135239.931,102212.379,,,,,,,,,,0,0,0
23221384,1723,中鋼碳素化學股份有限公司,中碳,石化業,高雄市,90374.679,23297.51,57646.628,10557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1124037,0.01225953714,,,2050,相較 2018 基準年，於 2030 年減量 5%,資料不足,2018,2030,0.05,,0,否,否,全數汰換為低氮燃燒器、改用天然氣潔淨燃料、視需求購買綠電。原料採用管線輸送、包裝材料回收、廢棄物減量。,原料採用管線輸送、包裝材料回收、廢棄物減量,有提供,0.0993,電力: 88283 千度; 蒸氣: 158227 噸; 天然氣: 8579 千立方公尺; 柴油: 332.6 公秉; 液化石油氣: 25250 公斤;,88283000,110/164,0.0104,0,已達成,透過PPA及購買T-REC取得。,NA,0.0105,0.1403790486,0,0,90374.679,0,0,11.81759183,83763000,90156000,88283000,,,0,0,0,0
30955404,2368,金像電子股份有限公司,金像電,電子業,桃園市,94561.067,28464.04,65303.5253,108730.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3683201,無法計算,,,2050,相較 2019 基準年，於 2030 年減量 47%,,2019,2030,0.467,NA,0,否,否,推動再生能源運用，降低柴油與汽油依賴性，並導入ISO 50001能源管理系統持續改善。異地材料採購、採購數位流程減少紙張。,異地材料採購、採購數位流程減少紙張,有提供,NA,外購電力: 163342.95 千度; 再生電力: 167373.8 千度; 天然氣: 0.00 立方米; 柴油: 1300247.72 公升; 汽油: 30041.44 公升; 瓦斯: 30041.44 公升;,635259520.8,32/164,0.3031,NA,未達成 / 未說明,再生能源憑證(T-REC),0.467,0.015,-0.1440534341,0,0,94561.067,0,0,2.427637452,495637600,419297020,635259520.8,,,NA,0,0,0
89528054,6581,台灣鋼聯股份有限公司,鋼聯,石化業,彰化縣,86238.527,79958.2,9399.6703,55992.91,45017.85,NA,1677.48,3700.32,NA,NA,NA,NA,NA,5597.26,NA,NA,NA,NA,NA,25.8715581,0.034197836,,,2050,相較 2012 基準年，於 2030 年減量 34%,,2012,2030,0.34,NA,109320,否,否,使用電動車替代柴油、替代還原劑。使用替代燃料(固體再生燃料、廢棄物)取代焦炭。,NA,有提供,NA,電力: 18868466 度; 焦炭: 26843 噸; 柴油: 293 KL;,18868466,156/164,0.0868,1356,未達成 / 未說明,自發自用,NA,0.01,0.04397623842,98762,81440.146,86238.527,37.44412972,39.89346055,36.25812111,18694400,18406400,18868466,,1356,1356,15223.3,33346.17,34127.9
23827741,非上市櫃公司,三義化學工業股份有限公司,無簡稱,石化業,桃園市,87550.778,6382.52,73274.509,,,,,,,,,,,,,,,,,26.2652334,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,87550.778,,,,,,,,,,0,0,0
59504506,2105,正新橡膠工業股份有限公司,正新,石化業,彰化縣,96171.695,28002.12,49058.9424,294140.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8515085,0.001231659387,,,,相較 2019 基準年，於 2030 年減量 22%,,2019,2030,0.22,NA,83400,否,否,,NA,有提供,0.0844,電力: 161.73 萬度; 天然氣: 1778 萬公尺; 柴油: 18762.34 公秉; 汽油: 98.48 公秉;,161730000,82/164,0.0038,NA,未達成 / 未說明,台灣地區採自發自用取得綠電使用量，並申請再生能源憑證(T-REC)。,0.12,0.01,-0.1655121527,70930,68895.279,96171.695,0.7192043282,0.7161573668,0.9992169942,,,161730000,,,NA,0,0,0
16631664,非上市櫃公司,艾克爾國際科技股份有限公司,無簡稱,半導體業,桃園市,82858.233,8467.99,68949.92,2190564,1756104,141950,198694,23830,804,2246,32755,NA,33478,NA,NA,702,NA,NA,NA,24.8574699,無法計算,,,2050,相較 2022 基準年，於 2033 年減量 55%,,2022,2033,0.55,1076193,0,否,否,簽署合作備忘錄、供應商議合試行計畫、與優先供應商舉行會議。,簽署合作備忘錄、供應商議合試行計畫、與優先供應商舉行會議,有提供,NA,外購電力: 88.9%; 再生能源: 3.3%;,,無資料,0.033,NA,未達成 / 未說明,自發自用、再生能源憑證(REC),NA,NA,,0,0,82858.233,,,,,,,,,NA,0,0,0
29058640,非上市櫃公司,環球橡膠股份有限公司,無簡稱,石化業,高雄市,100843.907,6502.32,72197.1492,,,,,,,,,,,,,,,,,30.2531721,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,100843.907,,,,,,,,,,0,0,0
97161348,非上市櫃公司,南中石化工業股份有限公司,無簡稱,石化業,雲林縣,174397.474,129.41,76154.9919,,,,,,,,,,,,,,,,,52.3192422,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,174397.474,,,,,,,,,,0,0,0
73251209,1216,統一企業股份有限公司,統一,食品業,台南市,73674.891,33126.37,45122.3967,1481601,1035013,NA,NA,63418,2659,973,3380,NA,45054,NA,NA,2659,11907,NA,319197,22.1024673,0.0002730187561,,,NA,相較 2005 基準年，於 2030 年減量 38%,,2005,2030,0.38,NA,0,否,否,逐年將燃油鍋爐汰換為天然氣鍋爐，並投入沼氣、太陽能發電。針對交易金額前20大供應商進行溫室氣體盤查教育訓練、推動產品碳足跡與減碳標籤認證、推動包材減塑與輕量化。,針對交易金額前20大供應商進行溫室氣體盤查教育訓練、推動產品碳足跡與減碳標籤認證、推動包材減塑與輕量化,有提供,NA,電力: 206234 千度; 天然氣: 25283 千立方公尺; 柴油: 634 公秉; 汽油: 14 公秉; 液化石油氣: 13 公秉;,206234000,67/164,0.000018,2560,未達成 / 未說明,自發自用,NA,0.01,-0.08468518206,0,0,73674.891,0,0,0.1120298025,197250000,203274000,206234000,,,2560,0,0,0
84149786,非上市櫃公司,晶元光電股份有限公司,無簡稱,光電業,台南市,127755.171,12064.16,64951.0558,174499.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3265513,無法計算,,,2050,相較 2022 基準年，於 2032 年減量 50%,,2022,2032,0.504,348083.1,0,否,是,2030年再生能源使用率60%、2050年100%再生能源。在地採購措施、舉辦供應商減碳工作坊、回收與重複利用包材。,在地採購措施、舉辦供應商減碳工作坊、回收與重複利用包材,有提供,NA,電力(含再生): 1625472 GJ; 天然氣: 43962 GJ; 柴油: 728 GJ;,451520000.4,40/164,0.0257,4933.62,未達成 / 未說明,自發自用、再生能源憑證、購電協議,0.6,0.03,,0,0,127755.171,,,,531351389,488831944,451520000.4,,4281,4933.62,0,0,0
22853994,非上市櫃公司,台灣寶理塑膠股份有限公司,無簡稱,石化業,高雄市,112493.257,6692.54,71835.3045,,,,,,,,,,,,,,,,,33.7479771,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,112493.257,,,,,,,,,,0,0,0
73252657,9907,統一實業股份有限公司,統一實,鋼鐵業,台南市,112189.693,34181.52,50288.7312,1916438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6569079,0.02588935451,,,2050,相較 2014 基準年，於 2030 年減量 25%,相較 2019 基準年，於 2030 年減量 13.0%,2014,2030,0.25,164950,142238,否,否,2019年全面改採天然氣，目前持續建置太陽能光電。,NA,有提供,NA,天然氣: 706045 GJ; 電力: 557015 GJ;,154726400,85/164,0.0089,3350,已達成,自發自用,NA,0.015,-0.08156312278,117759,129421.302,112189.693,2.708331225,3.67254711,2.500923956,176950400,124851200,154726400,,,3350,0,0,0
22636630,2327,國巨股份有限公司,國巨,電子業,高雄市,72988.28,1378.99,70336.4832,151614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.896484,0.0004279187089,,,2050,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,NA,有提供,NA,外購電力(一般): 574412229 度; 外購電力(再生): 24539000 度; 自發電力(再生): 2309271 度; 天然氣: 1204806 立方公尺; 柴油: 21224 公升; 汽油: 9923 公升; 液化石油氣: 4181 公升; 蒸汽: 61224 噸;,598951229,33/164,0.0446,1700,未達成 / 未說明,自發自用、再生能源憑證,0.2,0.01,0.07262349251,0,0,72988.28,0,0,0.5999004055,498431287,557913547,598951229,,,1700,0,0,0
79837539,2029,盛餘股份有限公司,盛餘,鋼鐵業,高雄市,67414.5,33145.08,47350.663,1130950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.22435,0.02353131183,,,2050,相較 2018 基準年，於 2025 年減量 7%,,2018,2025,0.07,NA,103600,否,否,推動綠色採購、建置碳管理平台、產品碳足跡盤查。,推動綠色採購、建置碳管理平台、產品碳足跡盤查,有提供,NA,天然氣: 624925 GJ; 電力: 336878 GJ; 蒸氣: 24885 噸; 柴油: 3183 GJ; 太陽能: 1834 GJ; 汽油: 597 GJ;,93560000,106/164,0.0068,1950,未達成 / 未說明,自發自用,NA,NA,0.09075284642,78577,87972.3,67414.5,6.140623778,7.100750616,4.924108707,81583000,87117000,93560000,,,1950,0,0,0
28438025,非上市櫃公司,晶兆成科技股份有限公司,無簡稱,半導體業,新竹縣,76778.249,1341.13,70803.4357,,,,,,,,,,,,,,,,,23.0334747,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,76778.249,,,,,,,,,,0,0,0
89004161,2329,華泰電子股份有限公司,華泰,電子業,高雄市,68622.431,345.25,70642.4999,61937.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5867293,0.00335488223,,,,相較 2021 基準年，於 2030 年減量 23%,資料不足,2021,2030,0.23,,0,否,否,汰換高耗能設備、導入再生能源、購買綠電憑證。積極建置範疇三碳排資訊平台、擴大供應鏈溫室氣體管理、推動策略供應商減碳。,積極建置範疇三碳排資訊平台、擴大供應鏈溫室氣體管理、推動策略供應商減碳,有提供,0.5192,電力: 162642623 度; 汽油: 2578.03 公升; 柴油: 15744.88 公升; 太陽能: 617498.51 度; 再生能源: 1418037 度;,162642623,80/164,0.01236,435,未達成 / 未說明,自發自用、再生能源憑證,0.0272,0.01,-0.03065178244,0,0,68622.431,0,0,4.215798671,166796800,169841940,162642623,,435,435,0,0,0
89939090,非上市櫃公司,晉瑜企業股份有限公司,無簡稱,水泥業,彰化縣,67767.488,10626.34,58768.216,,,,,,,,,,,,,,,,,20.3302464,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,67767.488,,,,,,,,,,7439.132,10495.516,7310.865
22099174,6287,元隆電子股份有限公司,元隆,半導體業,新竹市,75336.981,42976.16,21397.7495,,,,,,,,,,,,,,,,,22.6010943,淨利為負值,,,,未規劃 / 資訊不足,資料不足,,,,,71569,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,77372,80372.041,75336.981,43.27912721,81.38034346,77.12496916,,,,,,,0,0,0
04312878,1709,和益化學工業股份有限公司,和益,石化業,高雄市,81704.858,57623.97,18822.1832,86221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5114574,0.03107892014,,,2050,相較 2018-2022 基準年，於 2030 年減量 1%,,2018-2022,2030,0.013,NA,90991,否,否,減少由採購的貨物及處置固體與液體廢棄物產生之排放、減少處置廢棄物產生之排放、落實供應商在地採購策略。,減少由採購的貨物及處置固體與液體廢棄物產生之排放、減少處置廢棄物產生之排放、落實供應商在地採購策略,有提供,NA,電力: 155782 GJ; 天然氣: 723036 GJ; 燃料油: 361670 GJ; 蒸汽: 35882 GJ; 其他: 1741 GJ;,43272785,142/164,0.0018,0,未達成 / 未說明,購買再生能源用電,NA,NA,0.005217110367,84244,90737.01,81704.858,7.969179734,9.619825211,7.929056342,46810315,45664481,43272785,,,0,0,0,0
35082604,1408,中興紡織廠股份有限公司,中興紡織,石化業,桃園市,125413.715,24186.66,52024.128,,,,,,,,,,,,,,,,,37.6241145,淨利為負值,,,,未規劃 / 資訊不足,資料不足,,,,,165558,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,138579,153631.886,125413.715,17.24572637,28.9129348,25.93145354,,,,,,,5074.5,2215.67,3705.03
38033305,非上市櫃公司,台硝股份有限公司,無簡稱,石化業,桃園市,65168.588,43849.67,16658.1147,,,,,,,,,,,,,,,,,19.5505764,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,58212,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,63380,61748.502,65168.588,,,,,,,,,,21175,19647,21562
16138282,6182,合晶科技股份有限公司,合晶,半導體業,桃園市,77511.025,3518.12,60412.2485,2438.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2533075,0.003715471862,,,2050,相較 2023 基準年，於 2035 年減量 14%,相較 2019 基準年，於 2030 年增加 61.0%,2023,2035,0.14,64772.9369,34602,否,否,2030再生能源使用率5.2%、購置綠電、製程氣體改用低碳能源。發放上游供應鏈溫室氣體排放問卷、參與電動貨車共享運輸。,發放上游供應鏈溫室氣體排放問卷、參與電動貨車共享運輸,有提供,NA,電力: 460478.25 GJ; 天然氣: 18078.63 GJ; 再生能源: 5889.6 GJ; 柴油: 173.41 GJ;,127910624,91/164,0.0122,NA,未達成 / 未說明,再生能源憑證,0.052,0.015,0.1361752474,69329,75046.026,77511.025,5.468694722,7.468890845,8.887734412,140663600,123102000,127910624,,,NA,0,0,0
73686632,1464,得力實業股份有限公司,得力,紡織業,台南市,82460.655,32688.84,26393.7244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7381965,0.09914706238,,,2050,相較 2018-2022 基準年，於 2030 年減量 50%,相較 2019 基準年，於 2030 年減量 42.3%,2018-2022,2030,0.5,79000,68405,否,否,燃煤鍋爐改為燃氣鍋爐，預計2025年全面停用煤炭。預計於 2025 年全面停用煤炭。,NA,有提供,NA,燃料煤: 292684.03 GJ; 外購電力: 177119.77 GJ; 天然氣: 164705.63 GJ; 柴油: 1721.74 GJ;,49199936,136/164,0,NA,未達成 / 未說明,NA,NA,NA,-0.1124232593,67369,72531.63,82460.655,5.487415045,7.378573665,6.875146219,66746112,53428592,49199936,,,NA,22349.35,22519.18,11497.76
89002500,非上市櫃公司,台灣恩智浦半導體股份有限公司,無簡稱,半導體業,高雄市,68551.867,883,61873.1379,9756145,3054065,327800,92106,10380,10968,14679,51296,6245,7213,51716,6125662,2065,692,NA,1258,20.5655601,無法計算,,,2035,相較 2021 基準年，於 2030 年減量 55%,,2021,2030,0.55,1180209,0,否,否,供應商參與、提升產品效能以減少使用階段能耗、識別較小影響類別的減量機會。,供應商參與、提升產品效能以減少使用階段能耗、識別較小影響類別的減量機會,有提供,NA,電力: 5865775 GJ; 天然氣: 750384 GJ; 柴油: 3082 GJ; 其他化石燃料: 33684 GJ;,1684841620,19/164,0.44,NA,未達成 / 未說明,再生能源憑證、購電協議、自發自用,0.5,NA,,0,0,68551.867,,,,1704839036,1691975004,1684841620,,,NA,0,0,0
