年度,管制編號,事業名稱,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),縣市別,行業分類
113,E49A6412,台灣福雷電子股份有限公司三廠,22100242,49.30,"43,568.69","43,617.99",高雄市,半導體製造業
113,E49A6630,日月光半導體製造股份有限公司二十二廠,76027628,"2,091.90","46,517.77","48,609.67",高雄市,半導體製造業
113,E49A7579,日月光半導體製造股份有限公司五廠,76027628,74.09,"22,764.10","22,838.20",高雄市,半導體製造業
113,E49A9852,日月光半導體製造股份有限公司二十四廠,76027628,138.18,"39,619.02","39,757.20",高雄市,半導體製造業
113,E5400878,台灣電力股份有限公司南部發電廠,	03795904,"3,370,117.00",397.59,"3,370,514.59",高雄市,電力供應業
113,E5402523,華東科技股份有限公司B10廠,22101116,"2,628.26","56,919.30","59,547.57",高雄市,半導體製造業
113,E5408338,華新科技股份有限公司高雄南一廠,19004316,"1,415.68","23,325.35","24,741.03",高雄市,被動電子元件製造業
113,E54A1352,頎邦科技股份有限公司南六廠,16130009,506.35,"22,610.37","23,116.72",高雄市,半導體製造業
113,E54A4603,頎邦科技股份有限公司南一廠,16130009,226.61,"22,607.34","22,833.95",高雄市,印刷電路板製造業
113,E54B0143,華新科技股份有限公司高雄東十五廠,19004316,"1,575.93","32,702.78","34,278.71",高雄市,被動電子元件製造業
113,E5600056,台灣中油股份有限公司煉製事業部大林煉油廠,	03707901,"2,521,031.87","568,070.78","3,089,102.65",高雄市,石油及煤製品製造業
113,E5600092,中鋼鋁業股份有限公司,96971313,"56,879.80","92,637.68","149,517.48",高雄市,鋁製造業
113,E5600136,台灣志氯化學股份有限公司?氯廠,22318516,92.39,"127,803.99","127,896.38",高雄市,化學原材料製造業
113,E5600305,李長榮化學工業股份有限公司高雄廠,39054405,"20,445.93","55,023.59","75,469.52",高雄市,化學原材料製造業
113,E5600332,協勝發鋼鐵廠股份有限公司,79254702,"77,806.88","174,113.21","251,920.09",高雄市,鋼鐵製造業
113,E5600369,東和鋼鐵企業股份有限公司高雄廠,75280209,"18,621.77","10,544.06","29,165.83",高雄市,鋼鐵製造業
113,E5600501,海光企業股份有限公司,75470524,"28,237.81","89,629.33","117,867.15",高雄市,鋼鐵製造業
113,E5600565,盛餘股份有限公司,79837539,"33,145.08","49,308.64","82,453.72",高雄市,金屬加工處理業
113,E5600798,龍慶鋼鐵企業股份有限公司,85793919,"16,093.94","22,809.64","38,903.58",高雄市,鋼鐵製造業
113,E5600841,中國鋼鐵股份有限公司,30414175,"17,535,246.96","1,074,273.61","18,609,520.57",高雄市,鋼鐵製造業
113,E5600850,中國石油化學工業開發股份有限公司小港廠,	03084741,"515,873.69","114,996.70","630,870.39",高雄市,化學原材料製造業
113,E5600869,台灣糖業股份有限公司小港廠,	03794905,"60,884.66","2,520.95","63,405.61",高雄市,其他食品製造業
113,E5600896,台灣電力股份有限公司大林發電廠,	03795904,"10,702,748.71","2,435.22","10,705,183.93",高雄市,電力供應業
113,E5600930,台灣國際造船股份有限公司,	04695235,"5,265.07","16,415.57","21,680.64",高雄市,船舶及其零件製造業
113,E5601080,漢泰鋼鐵廠股份有限公司,75688109,"32,204.11","13,861.56","46,065.67",高雄市,其他基本金屬製造業
113,E5601197,唐榮鐵工廠股份有限公司,75460005,"36,080.52","59,364.17","95,444.68",高雄市,鋼鐵製造業
113,E5601437,中鋼碳素化學股份有限公司,23221384,"23,297.51","56,755.80","80,053.31",高雄市,化學原材料製造業
113,E5601697,中聯資源股份有限公司,86119908,"7,464.53","18,973.77","26,438.30",高雄市,其他非金屬礦物製品製造業
113,E5602934,中聯資源股份有限公司臨海廠,86119908,"15,934.78","18,685.65","34,620.43",高雄市,其他非金屬礦物製品製造業
113,E5602952,海光企業股份有限公司嘉興鋼鐵廠,75470524,"28,664.49","29,171.62","57,836.11",高雄市,鋼鐵製造業
113,E5603655,李長榮科技股份有限公司銅箔廠,97173920,156.50,"51,851.76","52,008.26",高雄市,金屬加工處理業
113,E56A2617,尚承鋼鐵股份有限公司,27208480,"54,323.53","51,940.77","106,264.30",高雄市,鋼鐵製造業
113,E56A4792,中國鋼鐵股份有限公司第三冷軋廠,30414175,"50,852.78","102,556.60","153,409.38",高雄市,鋼鐵製造業
113,E56A7340,東和鋼鐵企業股份有限公司大業廠,75280209,"19,359.58","12,021.02","31,380.60",高雄市,鋼鐵製造業
113,E56B1498,環球橡膠股份有限公司小港廠,29058640,"6,502.32","89,328.52","95,830.84",高雄市,塑膠及合成橡膠原料製造業
113,E56B6240,台灣三元能源科技股份有限公司高雄廠,90838471,"3,124.77","28,438.14","31,562.91",高雄市,電池製造業
113,F0401403,德州儀器工業股份有限公司,33405832,156.28,"40,694.23","40,850.50",新北市,半導體製造業
113,F0500803,台灣通用器材股份有限公司,38119936,"2,882.48","43,956.86","46,839.34",新北市,半導體製造業
113,P5802421,台塑石化股份有限公司麥寮一廠,86522210,"14,418,639.28",,"14,418,639.28",雲林縣,石油及煤製品製造業
113,F07B5260,南亞電路板股份有限公司樹林一廠,16096804,"1,355.43","72,638.83","73,994.27",新北市,印刷電路板製造業
113,F0801707,三洋窯業股份有限公司,34263157,"26,630.49","8,757.06","35,387.55",新北市,其他非金屬礦物製品製造業
113,F1304789,燿華電子股份有限公司土城二廠,	05637971,"1,212.12","41,744.42","42,956.54",新北市,印刷電路板製造業
113,P5801728,台塑石化股份有限公司麥寮二廠,86522210,"3,304,276.31","192,725.56","3,497,001.87",雲林縣,未分類其他化學製品製造業
113,F1606662,南亞科技股份有限公司三廠,89390656,"37,972.92","370,074.85","408,047.77",新北市,半導體製造業
113,F1700736,台灣電力股份有限公司林口發電廠,	03795904,"15,671,965.72","1,887.66","15,673,853.38",新北市,電力供應業
113,F2800075,台灣電力股份有限公司第二核能發電廠,	03795904,"8,567.62","6,025.97","14,593.59",新北市,電力供應業
113,G3200527,東南實業股份有限公司蘇澳總廠,11384405,"50,287.16","6,631.62","56,918.78",宜蘭縣,化學原材料製造業
113,G3200778,台灣水泥股份有限公司蘇澳廠,11913502,"808,553.97","51,334.18","859,888.15",宜蘭縣,水泥及其製品製造業
113,G3200849,信大水泥股份有限公司南聖湖廠,	03279507,"433,199.45","32,821.94","466,021.39",宜蘭縣,水泥及其製品製造業
113,G32A0540,羅東鋼鐵廠股份有限公司煉鋼廠,42010509,"71,473.13","97,634.48","169,107.61",宜蘭縣,鋼鐵製造業
113,G32A0609,燿華電子股份有限公司宜蘭廠,	05637971,"3,046.29","48,212.80","51,259.09",宜蘭縣,印刷電路板製造業
113,P5802430,台塑石化股份有限公司麥寮三廠,86522210,"5,484,809.95","44,238.34","5,529,048.29",雲林縣,未分類其他化學製品製造業
113,P5802092,台灣化學纖維股份有限公司海豐廠,58650902,"1,239,969.36","1,815,065.96","3,055,035.32",雲林縣,化學原材料製造業
113,G3700979,臺灣湯淺電池股份有限公司,35878589,"1,649.07","21,050.53","22,699.60",宜蘭縣,電池製造業
113,G37A0585,潤泰精密材料股份有限公司宜蘭冬山廠,86871981,"589,798.80","47,245.67","637,044.46",宜蘭縣,水泥及其製品製造業
113,G38A0540,台灣半導體股份有限公司利澤廠,34286449,"7,036.21","10,011.45","17,047.66",宜蘭縣,半導體製造業
113,G4100017,幸福水泥股份有限公司東澳廠,40601248,"548,647.98","35,697.89","584,345.87",宜蘭縣,水泥及其製品製造業
113,H4202215,新隆纖維染整股份有限公司桃園廠,	07472834,"31,682.32","6,229.88","37,912.20",桃園市,染整業
113,H4202813,東隆興業股份有限公司桃園廠,18770509,"6,894.19","9,326.33","16,220.52",桃園市,染整業
113,H4204264,翔新企業股份有限公司,84570243,"15,908.95","3,393.93","19,302.88",桃園市,染整業
113,H42A3066,臺群工業股份有限公司,25049986,"21,308.88","4,671.93","25,980.82",桃園市,染整業
113,H4301008,名佳利金屬工業股份有限公司,45018531,"3,536.96","17,306.57","20,843.53",桃園市,銅製造業
113,H4301348,東培工業股份有限公司中壢廠,	07220508,"1,484.60","22,981.69","24,466.30",桃園市,其他金屬製品製造業
113,H4301839,大鐘印染股份有限公司中壢廠,57002416,"16,629.06","6,222.67","22,851.73",桃園市,染整業
113,H4302318,六和機械股份有限公司,44528635,"7,605.10","28,237.58","35,842.68",桃園市,汽車零件製造業
113,H4302523,金車股份有限公司中壢廠,	05007903,"16,809.18","14,696.15","31,505.32",桃園市,其他食品製造業
113,H4303235,國瑞汽車股份有限公司中壢工廠,12488060,"10,251.93","27,158.25","37,410.18",桃園市,車體製造業
113,H4304929,金像電子股份有限公司中壢廠,30955404,"28,464.04","59,720.85","88,184.89",桃園市,印刷電路板製造業
113,H4306058,台灣華可貴股份有限公司中壢第二工廠,44883108,"5,344.51","17,652.56","22,997.07",桃園市,未分類其他製造業
113,H4312305,名佳利金屬工業股份有限公司中壢二廠,45018531,"4,884.69","19,563.05","24,447.74",桃園市,銅製造業
113,H4313348,精材科技股份有限公司中壢廠,16741846,"9,114.17","9,246.14","18,360.32",桃園市,其他電子零組件製造業
113,H43A0700,日月光半導體製造股份有限公司中壢分公司封測五廠,76027628,247.72,"67,123.12","67,370.83",桃園市,半導體製造業
113,H43A2093,日月光半導體製造股份有限公司中壢分公司封測四廠,76027628,"2,480.96","15,765.35","18,246.31",桃園市,半導體製造業
113,H43A2855,精材科技股份有限公司中壢二廠,16741846,"3,875.07","13,577.59","17,452.66",桃園市,其他電子零組件製造業
113,H43B3840,日月光半導體製造股份有限公司中壢分公司封測六廠,76027628,163.75,"35,788.98","35,952.74",桃園市,半導體製造業
113,H43C0794,精材科技股份有限公司中壢三廠,16741846,867.65,"67,378.15","68,245.80",桃園市,其他電子零組件製造業
113,H43C1277,日月光半導體製造股份有限公司中壢分公司封測七廠,76027628,151.07,"60,545.82","60,696.88",桃園市,半導體製造業
113,H43C1811,日月光半導體製造股份有限公司中壢分公司封測八廠,76027628,119.93,"58,084.86","58,204.79",桃園市,半導體製造業
113,H4406937,新科光電材料股份有限公司桃園廠,27366467,"10,552.93","44,295.87","54,848.80",桃園市,塑膠製品製造業
113,H4500458,力鵬企業股份有限公司楊梅廠,33955322,"67,103.49","21,042.12","88,145.61",桃園市,染整業
113,H4500743,中興紡織廠股份有限公司楊梅化纖廠,35082604,"24,186.66","50,586.80","74,773.46",桃園市,人造纖維製造業
113,H4500850,白馬窯業股份有限公司楊梅廠,34258318,"28,131.20","10,186.07","38,317.27",桃園市,耐火、黏土建材及其他陶瓷製品製造業
113,H4501008,萬洲化學股份有限公司楊梅一廠,	03244705,"39,130.78","12,795.49","51,926.27",桃園市,塑膠及合成橡膠原料製造業
113,H4501339,統一企業股份有限公司楊梅廠,73251209,"12,534.39","14,355.37","26,889.76",桃園市,乳品製造業
113,H4502201,建榮工業材料股份有限公司楊梅廠,86691377,"8,861.81","17,563.41","26,425.21",桃園市,織布業
113,H4503575,合晶科技股份有限公司楊梅廠,16138282,"1,477.49","18,724.43","20,201.93",桃園市,其他電子零組件製造業
113,H4504705,紘楷股份有限公司,70738116,"18,169.31","3,602.02","21,771.33",桃園市,染整業
113,H45A1887,永豐餘消費品實業股份有限公司楊梅廠,22327037,"28,206.66","18,062.81","46,269.47",桃園市,其他紙製品製造業
113,H45C0110,欣興電子股份有限公司楊梅廠,23535435,"4,696.89","73,108.24","77,805.13",桃園市,印刷電路板製造業
113,H45C2819,景碩科技股份有限公司幼獅廠,70785139,"1,989.47","37,948.63","39,938.10",桃園市,印刷電路板製造業
113,H4600551,大統新創股份有限公司染整廠,22267777,"9,257.16","3,961.12","13,218.28",桃園市,染整業
113,H4600579,大同染整股份有限公司桃園廠,	07014916,"17,075.41","4,009.28","21,084.69",桃園市,染整業
113,H4600659,州霖股份有限公司,23271588,"9,438.29","3,966.72","13,405.00",桃園市,染整業
113,H4601129,華通電腦股份有限公司一廠,	04401392,"2,341.31","43,527.01","45,868.33",桃園市,印刷電路板製造業
113,H4601227,義芳化學工業股份有限公司桃園廠,15395706,"375,612.68","34,525.38","410,138.06",桃園市,化學原材料製造業
113,H4601272,華通電腦股份有限公司三廠,	04401392,558.42,"51,641.27","52,199.69",桃園市,印刷電路板製造業
113,H4601290,台硝股份有限公司桃園廠,38033305,"43,849.67","17,278.67","61,128.34",桃園市,未分類其他化學製品製造業
113,P5801773,台灣化學纖維股份有限公司麥寮廠,58650902,"370,380.03","948,323.32","1,318,703.35",雲林縣,化學原材料製造業
113,H4602199,義美食品股份有限公司南崁廠,11768704,"22,694.28","29,540.40","52,234.67",桃園市,其他食品製造業
113,H4602313,環泰企業股份有限公司南崁廠,12529007,"27,598.50","4,201.96","31,800.46",桃園市,其他食品製造業
113,H4603972,三義化學工業（股）公司桃園海湖廠,23827741,"6,382.52","70,333.49","76,716.01",桃園市,化學原材料製造業
113,H4604488,環球水泥股份有限公司海湖石膏板廠,	07568009,"29,394.52","4,956.84","34,351.36",桃園市,其他非金屬礦物製品製造業
113,H4604568,長生電力股份有限公司,96933037,"1,990,041.06","1,107.26","1,991,148.32",桃園市,電力供應業
113,H4605074,南亞電路板股份有限公司錦興廠,16096804,"4,142.79","349,777.24","353,920.03",桃園市,印刷電路板製造業
113,H4605609,東明纖維工業股份有限公司蘆竹廠,	07205416,"19,731.58","4,053.27","23,784.85",桃園市,染整業
113,H4605636,敬鵬工業股份有限公司第二廠,43816068,978.86,"21,167.42","22,146.28",桃園市,印刷電路板製造業
113,H4606848,台耀化學股份有限公司蘆竹廠,96922622,"9,484.00","26,257.76","35,741.76",桃園市,未分類其他化學製品製造業
113,H46A1149,欣興電子股份有限公司蘆竹二廠,23535435,866.05,"30,371.64","31,237.70",桃園市,印刷電路板製造業
113,H46B0495,世界先進積體電路股份有限公司晶圓三廠,84149358,"79,203.30","225,142.63","304,345.93",桃園市,半導體製造業
113,H46B0524,敬鵬工業股份有限公司第二之二廠,43816068,"3,383.32","31,243.05","34,626.37",桃園市,印刷電路板製造業
113,H4700645,正隆股份有限公司大園廠,33085508,"192,211.67","130,902.77","323,114.44",桃園市,紙漿、紙及紙板製造業
113,H4701017,國聯矽業化學股份有限公司,36550632,"21,854.97","14,053.40","35,908.37",桃園市,化學原材料製造業
113,H4701071,科德寶遠東股份有限公司,22663158,"3,773.55","30,907.08","34,680.63",桃園市,不織布業
113,H4702336,大園汽電共生股份有限公司,84526079,"543,718.98","5,445.01","549,163.99",桃園市,電力供應業
113,H4703600,華通電腦股份有限公司大園廠,	04401392,415.57,"42,325.64","42,741.21",桃園市,印刷電路板製造業
113,H47A0889,連大興有限公司,80445899,"17,170.24","14,077.00","31,247.24",桃園市,染整業
113,H47A6144,集盛實業股份有限公司大園廠,43295237,"2,043.10","23,025.04","25,068.14",桃園市,紡紗業
113,H47A8358,欣興電子股份有限公司大園廠,23535435,"1,130.86","30,838.63","31,969.49",桃園市,印刷電路板製造業
113,Q7100254,台灣化學纖維股份有限公司新港廠,58650902,"2,258,040.47","5,120.72","2,263,161.19",嘉義縣,人造纖維製造業
113,H4801709,宏洲纖維工業股份有限公司桃園工廠,	07220710,"12,356.37","22,036.36","34,392.73",桃園市,人造纖維製造業
113,H4803507,台灣中油股份有限公司煉製事業部桃園煉油廠,	03707901,"1,264,778.80","163,671.14","1,428,449.94",桃園市,石油及煤製品製造業
113,H4806222,欣興電子股份有限公司山鶯一廠,23535435,"1,405.90","42,682.37","44,088.27",桃園市,印刷電路板製造業
113,H4806348,穩懋半導體股份有限公司華亞廠,70752257,"13,545.19","10,289.02","23,834.21",桃園市,半導體製造業
113,H4809607,中環股份有限公司林口三廠,12205020,24.80,"33,229.65","33,254.46",桃園市,資料儲存媒體製造業
113,H4810799,國光電力股份有限公司,70833553,"1,034,291.28","1,791.72","1,036,083.00",桃園市,電力供應業
113,H4810851,華亞汽電股份有限公司華亞汽電廠,70783006,"1,649,346.40",,"1,649,346.40",桃園市,電力供應業
113,H4886999,穩懋半導體股份有限公司華亞二廠,70752257,"14,673.77","24,925.38","39,599.15",桃園市,半導體製造業
113,H4887978,欣興電子股份有限公司精密載板事業部三廠,23535435,"3,332.12","67,090.05","70,422.17",桃園市,印刷電路板製造業
113,H4888493,友達光電股份有限公司桃園分公司華亞廠,84149738,"6,763.66","219,744.17","226,507.82",桃園市,光電材料及元件製造業
113,H4888582,台灣美光晶圓科技股份有限公司二廠,80353271,"45,659.47","400,180.73","445,840.21",桃園市,半導體製造業
113,H4889310,欣興電子股份有限公司精密載板事業部一廠,23535435,"2,625.35","42,391.46","45,016.81",桃園市,印刷電路板製造業
113,H4889454,台灣美光晶圓科技股份有限公司一廠,80353271,"55,041.86","372,321.26","427,363.12",桃園市,半導體製造業
113,H4895112,廣達電腦股份有限公司總廠,22822281,809.35,"28,072.93","28,882.28",桃園市,電腦及其週邊設備製造業
113,H48A3353,晶碩光學股份有限公司,25021158,182.22,"36,558.96","36,741.18",桃園市,眼鏡製造業
113,H48A7682,欣興電子股份有限公司精密載板事業部二廠,23535435,"2,476.84","67,123.88","69,600.72",桃園市,印刷電路板製造業
113,H48B0554,穩懋半導體股份有限公司龜山廠,70752257,"5,462.36","41,638.44","47,100.80",桃園市,半導體製造業
113,H48B1750,亞東工業氣體股份有限公司華亞氣體廠,22522453,7.27,"27,662.90","27,670.17",桃園市,化學原材料製造業
113,H48B6522,欣興電子股份有限公司山鶯二廠,23535435,754.28,"32,024.96","32,779.23",桃園市,印刷電路板製造業
113,H4903093,中華科盛德光罩股份有限公司,16083358,549.65,"15,923.47","16,473.12",桃園市,半導體製造業
113,H49A2429,凌巨科技股份有限公司八德廠,16432742,"38,237.75","80,277.36","118,515.12",桃園市,光電材料及元件製造業
113,H5001589,艾克爾國際科技股份有限公司龍潭廠,16631664,"6,825.24","37,759.58","44,584.83",桃園市,半導體製造業
113,H5002362,友達光電股份有限公司桃園分公司,84149738,"6,282.06","137,964.16","144,246.22",桃園市,光電材料及元件製造業
113,H5008211,友達光電股份有限公司龍科廠,84149738,"7,962.23","221,800.11","229,762.35",桃園市,光電材料及元件製造業
113,H50A1985,合晶科技股份有限公司龍潭廠,16138282,"2,040.63","41,905.20","43,945.84",桃園市,半導體製造業
113,H50A6430,台灣積體電路製造股份有限公司先進封測三廠,22099131,"14,036.59","193,192.49","207,229.08",桃園市,半導體製造業
113,H50A6777,美商蘋果電子股份有限公司台灣分公司,54393468,"1,146.60","16,372.72","17,519.32",桃園市,光電材料及元件製造業
113,H50B3948,美商蘋果電子股份有限公司台灣分公司龍三廠,54393468,116.25,"7,577.27","7,693.52",桃園市,光電材料及元件製造業
113,H50B4708,采鈺科技股份有限公司龍潭廠,80601119,"1,033.99","10,209.55","11,243.54",桃園市,半導體製造業
113,H5100952,新光合成纖維股份有限公司中壢廠,	07435515,"95,137.31","147,286.64","242,423.95",桃園市,紡紗業
113,H51A5615,鉅輝鋼鐵股份有限公司,13079654,"14,928.99","7,322.35","22,251.33",桃園市,金屬結構及建築組件製造業
113,H5200215,永豐餘工業用紙股份有限公司新屋廠,27719048,"515,705.75","24,780.32","540,486.07",桃園市,其他紙製品製造業
113,H5200617,聯成鋼鐵股份有限公司桃園廠,22822748,"10,762.08","72,226.22","82,988.31",桃園市,鋼鐵製造業
113,H5204133,景碩科技股份有限公司,70785139,"1,017.76","32,526.35","33,544.11",桃園市,其他電子零組件製造業
113,H5205514,景碩科技股份有限公司清華一廠,70785139,"5,936.24","80,848.38","86,784.62",桃園市,印刷電路板製造業
113,H5300078,亞東石化股份有限公司,22318678,21.49,"1,578.99","1,600.48",桃園市,化學原材料製造業
113,H5300210,遠東新世紀股份有限公司觀音化學纖維廠,	03522600,"79,260.46","78,205.56","157,466.02",桃園市,人造纖維製造業
113,H5300363,銓盟企業股份有限公司,23313356,"20,810.47","3,930.22","24,740.69",桃園市,染整業
113,H5300425,錦美紙業股份有限公司觀音廠,34175598,"12,605.36","5,644.57","18,249.93",桃園市,紙漿、紙及紙板製造業
113,H5300916,台灣玻璃工業股份有限公司桃園廠,11914002,"34,317.60","51,724.40","86,042.00",桃園市,玻璃及其製品製造業
113,H5301217,先豐通訊股份有限公司觀音廠,22554807,"13,540.83","38,023.14","51,563.98",桃園市,印刷電路板製造業
113,H5301262,和友紡織股份有限公司觀音廠,35192807,"6,063.55","5,359.42","11,422.98",桃園市,染整業
113,H5302063,日皓造紙工業股份有限公司觀音廠,24001900,"21,698.05","18,480.81","40,178.86",桃園市,紙漿、紙及紙板製造業
113,H5302107,東欣實業股份有限公司,89356756,"19,360.19","4,836.19","24,196.38",桃園市,染整業
113,H5302143,遠東先進纖維股份有限公司,89392269,"4,381.07","18,972.70","23,353.77",桃園市,人造纖維製造業
113,H5303524,新光合成纖維股份有限公司觀音廠,	07435515,"14,174.43","30,092.12","44,266.56",桃園市,紡紗業
113,H5304165,集盛實業股份有限公司第三廠,43295237,"15,753.21","42,658.86","58,412.07",桃園市,紡紗業
113,H5307693,集盛實業股份有限公司觀音廠,43295237,"13,267.17","27,083.50","40,350.67",桃園市,紡紗業
113,H5307960,台灣電力股份有限公司大潭發電廠,	03795904,"13,594,634.12","1,969.87","13,596,603.99",桃園縣,電力供應業
113,H5387833,三福氣體股份有限公司觀音二廠,11072509,334.46,"87,682.56","88,017.03",桃園市,化學原材料製造業
113,H53A0675,東和鋼鐵企業股份有限公司桃園廠,75280209,"82,007.23","328,409.57","410,416.80",桃園市,鋼鐵製造業
113,H53A2562,華亞汽電股份有限公司觀音公用廠,70783006,"30,717.80",984.02,"31,701.82",桃園市,電力供應業
113,H53A3580,亞東石化股份有限公司觀音二廠,22318678,"216,364.33","67,109.30","283,473.63",桃園市,化學原材料製造業
113,H53A6138,東齊染整股份有限公司,54796568,"27,330.02","5,774.46","33,104.47",桃園市,染整業
113,H53A7443,晉瑜企業股份有限公司觀音廠,89939090,"4,875.69","22,735.32","27,611.01",桃園市,水泥及其製品製造業
113,H53B2103,嘉聯益科技股份有限公司桃科廠,86980046,209.61,"15,767.10","15,976.71",桃園市,印刷電路板製造業
113,H53B7163,三福氣體股份有限公司觀音三廠,11072509,325.21,"102,003.66","102,328.88",桃園市,化學原材料製造業
113,J5500366,正隆股份有限公司竹北廠,33085508,"77,913.03","25,643.78","103,556.81",新竹縣,其他紙製品製造業
113,J5500491,台燿科技股份有限公司,	04226091,"18,149.43","25,207.57","43,357.00",新竹縣,印刷電路板製造業
113,J5501121,南茂科技股份有限公司竹北廠,16130042,"1,014.22","39,392.15","40,406.38",新竹縣,半導體製造業
113,J5601064,新桃電力股份有限公司,16596337,"757,014.58","5,430.14","762,444.72",新竹縣,電力供應業
113,J5700222,遠東新世紀股份有限公司化學纖維總廠,	03522600,"329,895.08","69,682.55","399,577.63",新竹縣,人造纖維製造業
113,J5700231,大享容器工業股份有限公司,46007218,"37,409.78","9,971.44","47,381.23",新竹縣,玻璃及其製品製造業
113,J5901238,遠東新世紀股份有限公司湖口紡織廠,	03522600,62.20,"10,061.65","10,123.86",新竹縣,紡紗業
113,J5901658,長春人造樹脂廠股份有限公司新竹廠,11384708,"145,351.23","67,805.32","213,156.56",新竹縣,塑膠及合成橡膠原料製造業
113,J5901747,三陽工業股份有限公司新竹廠,24004006,"11,765.97","25,648.35","37,414.32",新竹縣,機車及其零件製造業
113,J5901854,台灣普利司通股份有限公司新竹工廠,43031502,"11,120.56","18,035.40","29,155.96",新竹縣,橡膠製品製造業
113,J5902468,台豐印刷電路工業股份有限公司新竹第一工廠,11833698,867.48,"28,550.06","29,417.54",新竹縣,印刷電路板製造業
113,J5905343,旭德科技股份有限公司,16638110,"1,571.94","26,754.08","28,326.01",新竹縣,印刷電路板製造業
113,J5905432,艾克爾先進科技股份有限公司,16847968,667.94,"9,323.30","9,991.24",新竹縣,半導體製造業
113,J5909010,欣銓科技股份有限公司新工一廠,70751779,609.23,"23,545.17","24,154.40",新竹縣,半導體製造業
113,J5909547,力成科技股份有限公司湖口廠,16082267,449.46,"44,720.23","45,169.70",新竹縣,半導體製造業
113,J5909814,艾克爾國際科技股份有限公司新竹廠,16631664,"1,642.75","30,209.19","31,851.94",新竹縣,半導體製造業
113,J59A0579,力成科技股份有限公司大同廠,16082267,"1,082.82","70,274.93","71,357.75",新竹縣,半導體製造業
113,J59A1389,矽格股份有限公司湖口廠,23218022,195.26,"38,855.11","39,050.36",新竹縣,半導體製造業
113,J59A1577,辛耘企業股份有限公司,30901647,681.95,"9,854.27","10,536.22",新竹縣,半導體製造業
113,J59A4937,元晶太陽能科技股份有限公司新竹廠,28997300,"4,894.68","31,096.52","35,991.20",新竹縣,光電材料及元件製造業
113,J59A5024,晶兆成科技股份有限公司一廠,28438025,923.04,"39,442.20","40,365.24",新竹縣,半導體製造業
113,J59A7436,力成科技股份有限公司3C廠,16082267,828.27,"71,420.22","72,248.48",新竹縣,半導體製造業
113,J59B0259,南茂科技股份有限公司湖口一廠,16130042,308.43,"32,636.01","32,944.44",新竹縣,半導體製造業
113,J59B0675,頎邦科技股份有限公司光復廠,16130009,"8,476.14","38,648.06","47,124.20",新竹縣,半導體製造業
113,J59B1009,力成科技股份有限公司文化一廠,16082267,712.10,"39,500.72","40,212.82",新竹縣,半導體製造業
113,J59B1316,力成科技股份有限公司新興廠,16082267,813.76,"34,971.34","35,785.10",新竹縣,半導體製造業
113,J59B2542,晶兆成科技股份有限公司二廠,28438025,418.09,"28,022.50","28,440.59",新竹縣,半導體製造業
113,J59B2582,欣興電子股份有限公司仁義一廠,23535435,"1,191.04","29,739.71","30,930.75",新竹縣,印刷電路板製造業
113,J6100762,南港輪胎股份有限公司新豐廠,11520909,"13,723.60","25,194.81","38,918.41",新竹縣,橡膠製品製造業
113,J61A1452,欣興電子股份有限公司新豐一廠,23535435,"9,515.15","118,099.56","127,614.72",新竹縣,印刷電路板製造業
113,J61A3270,景碩科技股份有限公司新豐一廠,70785139,"11,022.08","57,220.20","68,242.28",新竹縣,印刷電路板製造業
113,J61A3280,景碩科技股份有限公司新豐二廠,70785139,285.04,"31,752.25","32,037.29",新竹縣,印刷電路板製造業
113,J6203071,台星科股份有限公司,70552666,"3,717.47","18,876.96","22,594.42",新竹縣,其他電子零組件製造業
113,J6300146,漢磊科技股份有限公司創新廠,54389725,"1,822.51","6,185.51","8,008.02",新竹縣,半導體製造業
113,J6300155,台灣高技股份有限公司,22099343,212.78,"4,282.50","4,495.27",新竹縣,其他電子零組件製造業
113,J6300299,漢磊科技股份有限公司研發廠,54389725,"18,365.26","21,716.78","40,082.04",新竹縣,半導體製造業
113,J6300324,台灣積體電路製造股份有限公司三廠3E廠,22099131,"6,829.33","58,951.67","65,781.00",新竹縣,半導體製造業
113,J6300539,聯亞科技股份有限公司一廠,22099456,6.53,"42,965.64","42,972.17",新竹縣,化學原材料製造業
113,J6300557,台灣積體電路製造股份有限公司二廠,22099131,"34,142.04","72,477.08","106,619.12",新竹縣,半導體製造業
113,J6300860,南茂科技股份有限公司竹科一廠,16130042,538.44,"50,299.28","50,837.72",新竹縣,半導體製造業
113,J6300959,世界先進積體電路股份有限公司晶圓一廠,84149358,"83,043.04","104,641.76","187,684.80",新竹縣,半導體製造業
113,J6301090,環球晶圓股份有限公司中德廠,28113286,"1,479.54","124,334.75","125,814.29",新竹縣,半導體製造業
113,J6301107,台灣積體電路製造股份有限公司三廠,22099131,"63,097.86","154,395.07","217,492.93",新竹縣,半導體製造業
113,J6301447,台灣積體電路製造股份有限公司五廠,22099131,"50,682.53","89,075.01","139,757.54",新竹縣,半導體製造業
113,J6304706,亞太優勢微系統股份有限公司,70815339,"10,391.32","11,641.12","22,032.44",新竹縣,半導體製造業
113,J63A0048,聯華電子股份有限公司Fab8S廠,47217677,"13,962.06","62,644.59","76,606.65",新竹縣,半導體製造業
113,J63A0107,台灣積體電路製造股份有限公司十二廠研新廠,22099131,"11,108.04","129,018.53","140,126.57",新竹縣,半導體製造業
