年度,管制編號,事業名稱,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),縣市別,行業分類
107,N1607141,台灣鋼聯股份有限公司,89528054,"108,593.00","10,399.00","118,992.00",彰化縣,化學原材料製造業
106,N2100552,正新橡膠工業股份有限公司,59504506,"35,167.00","48,233.00","83,400.00",彰化縣,橡膠製品製造業
107,N2100552,正新橡膠工業股份有限公司,59504506,"34,538.00","45,325.00","79,863.00",彰化縣,橡膠製品製造業
106,N2902234,力麗企業股份有限公司彰化化纖總廠,	07663290,"146,214.00","70,171.00","216,385.00",彰化縣,人造纖維製造業
107,N2902234,力麗企業股份有限公司彰化化纖總廠,	07663290,"147,503.00","67,641.00","215,144.00",彰化縣,人造纖維製造業
106,N2904318,力鵬企業股份有限公司彰化尼龍總廠,33955322,"34,796.00","164,886.00","199,682.00",彰化縣,人造纖維製造業
107,N2904318,力鵬企業股份有限公司彰化尼龍總廠,33955322,"36,865.00","162,850.00","199,715.00",彰化縣,人造纖維製造業
106,O1700798,元隆電子股份有限公司,22099174,"50,608.00","20,961.00","71,569.00",新竹市,半導體製造業
107,O1700798,元隆電子股份有限公司,22099174,"56,945.00","21,234.00","78,179.00",新竹市,半導體製造業
106,O1701115,漢磊科技股份有限公司研新廠(元件二廠),47299902,"9,753.00","9,407.00","19,160.00",新竹市,半導體製造業
107,O1701115,漢磊科技股份有限公司研新廠(元件二廠),47299902,"12,922.00","9,582.00","22,504.00",新竹市,半導體製造業
106,O1703315,華夏玻璃股份有限公司,47109348,"104,947.00","33,569.00","138,516.00",新竹市,玻璃及其製品製造業
107,O1703315,華夏玻璃股份有限公司,47109348,"91,245.00","31,246.00","122,491.00",新竹市,玻璃及其製品製造業
106,O1703351,台灣玻璃工業股份有限公司新竹廠,11914002,"115,849.00","54,785.00","170,634.00",新竹市,玻璃及其製品製造業
107,O1703351,台灣玻璃工業股份有限公司新竹廠,11914002,"113,422.00","49,809.00","163,231.00",新竹市,玻璃及其製品製造業
106,O1704787,旺宏電子股份有限公司晶圓一廠,22099548,"50,322.00","37,040.00","87,362.00",新竹市,半導體製造業
107,O1704787,旺宏電子股份有限公司晶圓一廠,22099548,"45,138.00","34,320.00","79,458.00",新竹市,半導體製造業
106,O1704812,台灣茂矽電子股份有限公司,22099110,"130,564.00","54,956.00","185,520.00",新竹市,半導體製造業
107,O1704812,台灣茂矽電子股份有限公司,22099110,"155,948.00","52,719.00","208,667.00",新竹市,半導體製造業
106,O1706049,元太科技工業股份有限公司,22099890,78.00,"21,254.00","21,332.00",新竹市,光電材料及元件製造業
107,O1706049,元太科技工業股份有限公司,22099890,55.00,"19,576.00","19,631.00",新竹市,光電材料及元件製造業
106,O1706209,聯華電子股份有限公司Fab8A廠,47217677,"116,057.00","126,452.00","242,509.00",新竹市,半導體製造業
107,O1706209,聯華電子股份有限公司Fab8A廠,47217677,"108,386.00","121,301.00","229,687.00",新竹市,半導體製造業
106,O1706307,旺宏電子股份有限公司晶圓二廠,22099548,"58,776.00","100,791.00","159,567.00",新竹市,半導體製造業
107,O1706307,旺宏電子股份有限公司晶圓二廠,22099548,"59,910.00","97,051.00","156,961.00",新竹市,半導體製造業
106,O1706692,聯華電子股份有限公司Fab8E廠,47217677,"48,689.00","86,694.00","135,383.00",新竹市,半導體製造業
107,O1706692,聯華電子股份有限公司Fab8E廠,47217677,"46,439.00","82,780.00","129,219.00",新竹市,半導體製造業
106,O1707395,友達光電股份有限公司L5廠,84149738,"18,186.00","48,173.00","66,359.00",新竹市,光電材料及元件製造業
107,O1707395,友達光電股份有限公司L5廠,84149738,"2,737.00","47,448.00","50,185.00",新竹市,光電材料及元件製造業
106,O1708632,聯華電子股份有限公司Fab8F廠,47217677,"41,762.00","89,010.00","130,772.00",新竹市,半導體製造業
107,O1708632,聯華電子股份有限公司Fab8F廠,47217677,"39,396.00","86,060.00","125,456.00",新竹市,半導體製造業
106,O1709148,聯華電子股份有限公司Fab8D廠,47217677,"118,858.00","178,323.00","297,181.00",新竹市,半導體製造業
107,O1709148,聯華電子股份有限公司Fab8D廠,47217677,"102,486.00","172,884.00","275,370.00",新竹市,半導體製造業
106,O1709193,友達光電總部/友達光電股份有限公司L3B廠,84149738,"2,671.00","21,795.00","24,466.00",新竹市,光電材料及元件製造業
107,O1709193,友達光電總部/友達光電股份有限公司L3B廠,84149738,"2,837.00","21,475.00","24,312.00",新竹市,光電材料及元件製造業
106,O1709308,台灣積體電路製造股份有限公司十二廠,22099131,"114,215.00","297,547.00","411,762.00",新竹市,半導體製造業
107,O1709308,台灣積體電路製造股份有限公司十二廠,22099131,"90,274.00","284,037.00","374,311.00",新竹市,半導體製造業
106,O1713311,台灣積體電路製造股份有限公司八廠,22099131,"126,582.00","190,400.00","316,982.00",新竹市,半導體製造業
107,O1713311,台灣積體電路製造股份有限公司八廠,22099131,"122,514.00","182,094.00","304,608.00",新竹市,半導體製造業
106,o1745831,敦南科技股份有限公司新竹分公司廠,12800750,"52,278.00","23,537.00","75,815.00",新竹市,半導體製造業
107,o1745831,敦南科技股份有限公司新竹分公司廠,12800750,"47,594.00","22,508.00","70,102.00",新竹市,半導體製造業
106,O1747764,力晶科技股份有限公司P3,84149385,"15,693.00","135,398.00","151,091.00",新竹市,半導體製造業
107,O1747764,力晶科技股份有限公司P3,84149385,"22,300.00","141,239.00","163,539.00",新竹市,半導體製造業
106,O1748707,力晶科技股份有限公司P1/2,84149385,"45,714.00","327,238.00","372,952.00",新竹市,半導體製造業
107,O1748707,力晶科技股份有限公司P1/2,84149385,"52,789.00","307,178.00","359,967.00",新竹市,半導體製造業
107,O1749526,采鈺科技股份有限公司,80601119,"12,394.00","22,812.00","35,206.00",新竹市,其他電子零組件製造業
106,O1751197,世界先進積體電路股份有限公司晶圓二廠,84149358,"62,940.00","143,837.00","206,777.00",新竹市,半導體製造業
107,O1751197,世界先進積體電路股份有限公司晶圓二廠,84149358,"68,634.00","138,994.00","207,628.00",新竹市,半導體製造業
106,O1753306,力晶積成電子製造股份有限公司8A,28112667,"27,690.00","99,510.00","127,200.00",新竹市,半導體製造業
107,O1753306,力晶積成電子製造股份有限公司8A,28112667,"31,671.00","96,575.00","128,246.00",新竹市,半導體製造業
106,O17A0968,新唐科技股份有限公司,28112646,"39,127.00","41,596.00","80,723.00",新竹市,半導體製造業
107,O17A0968,新唐科技股份有限公司,28112646,"35,823.00","39,441.00","75,264.00",新竹市,半導體製造業
106,O17A6887,旺宏電子股份有限公司晶圓五廠,22099548,"70,232.00","115,321.00","185,553.00",新竹市,半導體製造業
107,O17A6887,旺宏電子股份有限公司晶圓五廠,22099548,"67,620.00","114,987.00","182,607.00",新竹市,半導體製造業
106,P4600987,福懋興業股份有限公司,14001199,"284,302.00","46,191.00","330,493.00",雲林縣,染整業
107,P4600987,福懋興業股份有限公司,14001199,"311,684.00","34,485.00","346,169.00",雲林縣,染整業
106,P4601984,福懋興業股份有限公司第二廠,14001199,"27,532.00","73,807.00","101,339.00",雲林縣,紡織品製造業
107,P4601984,福懋興業股份有限公司第二廠,14001199,"24,970.00","74,165.00","99,135.00",雲林縣,紡織品製造業
106,P4602374,展頌股份有限公司斗六廠,22927617,"28,617.00","23,118.00","51,735.00",雲林縣,人造纖維製造業
107,P4602374,展頌股份有限公司斗六廠,22927617,"29,424.00","23,695.00","53,119.00",雲林縣,人造纖維製造業
106,P4602758,富喬工業股份有限公司,16834268,"56,889.00","69,789.00","126,678.00",雲林縣,其他非金屬礦物製品製造業
107,P4602758,富喬工業股份有限公司,16834268,"57,346.00","67,804.00","125,150.00",雲林縣,其他非金屬礦物製品製造業
106,P46A0693,旭硝子顯示玻璃股份有限公司斗六二廠,70584724,"96,920.00","180,246.00","277,166.00",雲林縣,玻璃及其製品製造業
107,P46A0693,旭硝子顯示玻璃股份有限公司斗六二廠,70584724,"88,747.00","173,094.00","261,841.00",雲林縣,玻璃及其製品製造業
106,P48A0851,富喬工業股份有限公司雲林分公司,16834268,"35,687.00","45,412.00","81,099.00",雲林縣,玻璃及其製品製造業
107,P48A0851,富喬工業股份有限公司雲林分公司,16834268,"41,902.00","49,235.00","91,137.00",雲林縣,玻璃及其製品製造業
106,P5500191,合眾紙業股份有限公司林內廠,	04380087,"35,530.00","32,922.00","68,452.00",雲林縣,紙漿、紙及紙板製造業
107,P5500191,合眾紙業股份有限公司林內廠,	04380087,"35,355.00","31,866.00","67,221.00",雲林縣,紙漿、紙及紙板製造業
106,P5801513,南亞塑膠工業股份有限公司麥寮廠,75370905,"380,930.00","998,614.00","1,379,544.00",雲林縣,化學原材料製造業
107,P5801513,南亞塑膠工業股份有限公司麥寮總廠,75370905,"377,885.00","1,081,859.00","1,459,744.00",雲林縣,化學原材料製造業
106,P5801602,台灣塑膠工業股份有限公司麥寮廠,75708007,"513,987.00","4,269,706.00","4,783,693.00",雲林縣,未分類其他化學製品製造業
107,P5801602,台灣塑膠工業股份有限公司麥寮廠,75708007,"490,742.00","4,128,730.00","4,619,472.00",雲林縣,未分類其他化學製品製造業
106,P5801719,麥寮汽電股份有限公司,96975970,"11,214,352.00",,"11,214,352.00",雲林縣,電力供應業
107,P5801719,麥寮汽電股份有限公司,96975970,"9,754,872.00",,"9,754,872.00",雲林縣,電力供應業
106,P5801728,台塑石化股份有限公司麥寮二廠,86522210,"4,807,328.00","235,783.00","5,043,111.00",雲林縣,未分類其他化學製品製造業
107,P5801728,台塑石化股份有限公司麥寮二廠,86522210,"4,672,042.00","159,339.00","4,831,381.00",雲林縣,未分類其他化學製品製造業
106,P5801773,台灣化學纖維股份有限公司麥寮廠,58650902,"542,461.00","1,281,773.00","1,824,234.00",雲林縣,化學原材料製造業
107,P5801773,台灣化學纖維股份有限公司麥寮廠,58650902,"566,136.00","1,260,856.00","1,826,992.00",雲林縣,化學原材料製造業
106,P5802092,台灣化學纖維股份有限公司海豐廠,58650902,"1,298,390.00","2,094,993.00","3,393,383.00",雲林縣,化學原材料製造業
107,P5802092,台灣化學纖維股份有限公司海豐廠,58650902,"1,264,632.00","2,137,348.00","3,401,980.00",雲林縣,化學原材料製造業
106,P5802387,大連化學工業股份有限公司麥寮廠,12233428,"159,396.00","758,907.00","918,303.00",雲林縣,化學原材料製造業
107,P5802387,大連化學工業股份有限公司麥寮廠,12233428,"151,709.00","720,852.00","872,561.00",雲林縣,化學原材料製造業
106,P5802421,台塑石化股份有限公司麥寮一廠,86522210,"14,722,075.00",,"14,722,075.00",雲林縣,化學原材料製造業
107,P5802421,台塑石化股份有限公司麥寮一廠,86522210,"15,959,464.00",,"15,959,464.00",雲林縣,化學原材料製造業
106,P5802430,台塑石化股份有限公司麥寮三廠,86522210,"7,423,131.00","64,244.00","7,487,375.00",雲林縣,未分類其他化學製品製造業
107,P5802430,台塑石化股份有限公司麥寮三廠,86522210,"7,439,102.00","200,802.00","7,639,904.00",雲林縣,未分類其他化學製品製造業
106,P5805244,南亞塑膠工業股份有限公司海豐總廠,75370905,"380,518.00","1,206,380.00","1,586,898.00",雲林縣,化學原材料製造業
107,P5805244,南亞塑膠工業股份有限公司海豐總廠,75370905,"397,509.00","1,210,983.00","1,608,492.00",雲林縣,化學原材料製造業
106,Q6901613,福隆玻璃纖維股份有限公司,22663571,"25,814.00","30,611.00","56,425.00",嘉義縣,其他非金屬礦物製品製造業
107,Q6901613,福隆玻璃纖維股份有限公司,22663571,"27,016.00","30,233.00","57,249.00",嘉義縣,其他非金屬礦物製品製造業
106,Q6907286,嘉惠電力(股)有限公司,96976990,"839,720.00","11,974.00","851,694.00",嘉義縣,電力供應業
107,Q6907286,嘉惠電力(股)有限公司,96976990,"849,847.00","10,074.00","859,921.00",嘉義縣,電力供應業
106,Q7100245,台灣必成股份有限公司新港廠,22662355,"75,445.00","181,544.00","256,989.00",嘉義縣,玻璃及其製品製造業
107,Q7100245,台灣必成股份有限公司新港廠,22662355,"77,011.00","185,030.00","262,041.00",嘉義縣,玻璃及其製品製造業
106,Q7100254,台灣化學纖維股份有限公司新港廠,58650902,"2,185,977.00","34,225.00","2,220,202.00",嘉義縣,人造纖維製造業
107,Q7100254,台灣化學纖維股份有限公司新港廠,58650902,"2,178,075.00","35,276.00","2,213,351.00",嘉義縣,人造纖維製造業
106,Q7100272,南亞塑膠工業股份有限公司新港廠,75370905,"40,745.00","886,554.00","927,299.00",嘉義縣,塑膠製品製造業
107,Q7100272,南亞塑膠工業股份有限公司新港廠,75370905,"42,305.00","812,654.00","854,959.00",嘉義縣,塑膠製品製造業
106,Q7600375,南亞塑膠工業股份有限公司嘉義廠,75370905,"335,942.00",97.00,"336,039.00",嘉義縣,塑膠製品製造業
107,Q7600375,南亞塑膠工業股份有限公司嘉義廠,75370905,"305,857.00","8,266.00","314,123.00",嘉義縣,塑膠製品製造業
106,R0300482,統懋半導體股份有限公司新市總廠,22404266,484.00,"6,146.00","6,630.00",臺南市,其他電子零組件製造業
107,R0300482,統懋半導體股份有限公司新市總廠,22404266,106.00,"6,406.00","6,512.00",臺南市,其他電子零組件製造業
106,R0300606,得力實業股份有限公司,73686632,"32,240.00","36,165.00","68,405.00",臺南市,染整業
107,R0300606,得力實業股份有限公司,73686632,"51,337.00","36,207.00","87,544.00",臺南市,染整業
106,R0301603,宏捷科技股份有限公司南科大利廠,16130423,"9,532.00","10,489.00","20,021.00",臺南市,半導體製造業
107,R0301603,宏捷科技股份有限公司南科大利廠,16130423,"6,700.00","10,611.00","17,311.00",臺南市,半導體製造業
106,R0304131,聯華電子股份有限公司Fab12A廠,47217677,"105,972.00","463,415.00","569,387.00",臺南市,半導體製造業
107,R0304131,聯華電子股份有限公司Fab12A廠,47217677,"104,227.00","433,534.00","537,761.00",臺南市,半導體製造業
106,R0305156,瀚宇彩晶南科TFT-LCD三廠,16450500,"107,032.00","222,142.00","329,174.00",臺南市,光電材料及元件製造業
107,R0305156,瀚宇彩晶南科TFT-LCD三廠,16450500,"94,931.00","217,340.00","312,271.00",臺南市,光電材料及元件製造業
106,R03A0450,群創光電股份有限公司樹谷分公司,12800225,"37,551.00","435,499.00","473,050.00",臺南市,光電材料及元件製造業
107,R03A0450,群創光電股份有限公司樹谷分公司,12800225,"38,472.00","422,962.00","461,434.00",臺南市,光電材料及元件製造業
106,R03A1894,群創光電股份有限公司B廠,12800225,"177,926.00","512,232.00","690,158.00",臺南市,光電材料及元件製造業
107,R03A1894,群創光電股份有限公司B廠,12800225,"134,453.00","498,318.00","632,771.00",臺南市,光電材料及元件製造業
106,R03A1903,群創光電股份有限公司A廠,12800225,"33,890.00","76,565.00","110,455.00",臺南市,光電材料及元件製造業
107,R03A1903,群創光電股份有限公司A廠,12800225,"32,960.00","73,605.00","106,565.00",臺南市,光電材料及元件製造業
106,R03A1913,群創光電股份有限公司D廠,12800225,"62,799.00","740,834.00","803,633.00",臺南市,光電材料及元件製造業
107,R03A1913,群創光電股份有限公司D廠,12800225,"64,383.00","723,947.00","788,330.00",臺南市,光電材料及元件製造業
106,R0500240,宏遠興業股份有限公司,22817999,"81,579.00","80,638.00","162,217.00",臺南市,染整業
107,R0500240,宏遠興業股份有限公司,22817999,"85,050.00","70,527.00","155,577.00",臺南市,染整業
106,R0503072,森霸電力公司豐德電廠,70783499,"1,495,130.00","6,473.00","1,501,603.00",臺南市,電力供應業
107,R0503072,森霸電力公司豐德電廠,70783499,"1,527,985.00","5,455.00","1,533,440.00",臺南市,電力供應業
106,R1001719,台南紡織股份有限公司仁德廠,68919301,"38,956.00","54,260.00","93,216.00",臺南市,紡紗業
107,R1001719,台南紡織股份有限公司仁德廠,68919301,"40,084.00","53,885.00","93,969.00",臺南市,紡紗業
106,R1002065,奇美實業股份有限公司(仁德廠),68387705,"169,527.00","332,402.00","501,929.00",臺南市,塑膠及合成橡膠原料製造業
107,R1002065,奇美實業股份有限公司(仁德廠),68387705,"167,339.00","315,201.00","482,540.00",臺南市,塑膠及合成橡膠原料製造業
106,R1002547,豐年豐和企業股份有限公司上崙一廠,16635562,"42,421.00","10,952.00","53,373.00",臺南市,動植物油脂製造業
107,R1002547,豐年豐和企業股份有限公司上崙一廠,16635562,"37,159.00","9,211.00","46,370.00",臺南市,動植物油脂製造業
106,R10A3047,奇美實業股份有限公司旭美廠,68387705,"211,623.00","30,107.00","241,730.00",臺南市,塑膠及合成橡膠原料製造業
107,R10A3047,奇美實業股份有限公司旭美廠,68387705,"181,566.00","30,715.00","212,281.00",臺南市,塑膠及合成橡膠原料製造業
106,R1412418,統一實業股份有限公司二廠,73252657,"45,411.00","96,827.00","142,238.00",臺南市,金屬加工處理業
107,R1412418,統一實業股份有限公司二廠,73252657,"43,245.00","92,000.00","135,245.00",臺南市,金屬加工處理業
106,R14A1883,易昇鋼鐵股份有限公司,28098406,"28,320.00","106,264.00","134,584.00",臺南市,鋼鐵製造業
107,R14A1883,易昇鋼鐵股份有限公司,28098406,"24,004.00","98,409.00","122,413.00",臺南市,鋼鐵製造業
106,R8400416,台灣紙業股份有限公司新營紙廠,11912102,"6,301.00","27,307.00","33,608.00",臺南市,化學原材料製造業
106,R8400827,榮剛材料科技股份有限公司新營廠,84252697,"80,555.00","91,282.00","171,837.00",臺南市,鋼鐵製造業
107,R8400827,榮剛材料科技股份有限公司新營廠,84252697,"74,339.00","83,291.00","157,630.00",臺南市,鋼鐵製造業
106,R8500582,華新麗華股份有限公司鹽水廠,35412204,"121,891.00","192,009.00","313,900.00",臺南市,鋼鐵製造業
107,R8500582,華新麗華股份有限公司鹽水廠,35412204,"117,509.00","176,026.00","293,535.00",臺南市,鋼鐵製造業
106,R9001677,台灣積體電路製造股份有限公司十四廠                                                                  ,22099131,"221,933.00","823,530.00","1,045,463.00",臺南市,半導體製造業
107,R9001677,台灣積體電路製造股份有限公司十四廠,22099131,"222,378.00","770,702.00","993,080.00",臺南市,半導體製造業
106,R9004230,台灣積體電路製造股份有限公司六廠,22099131,"157,903.00","211,184.00","369,087.00",臺南市,半導體製造業
107,R9004230,台灣積體電路製造股份有限公司六廠,22099131,"147,485.00","200,235.00","347,720.00",臺南市,半導體製造業
106,R90A1360,台灣積體電路製造股份有限公司先進封裝廠,22099131,"5,553.00","45,574.00","51,127.00",臺南市,半導體製造業
107,R90A1360,台灣積體電路製造股份有限公司先進封裝廠,22099131,"4,935.00","45,343.00","50,278.00",臺南市,半導體製造業
106,R90A1469,群創光電股份有限公司C廠,12800225,149.00,"20,493.00","20,642.00",臺南市,光電材料及元件製造業
107,R90A1469,群創光電股份有限公司C廠,12800225,173.00,"18,678.00","18,851.00",臺南市,光電材料及元件製造業
106,R90A1716,群創光電股份有限公司觸控南科廠,12800225,194.00,"24,467.00","24,661.00",臺南市,光電材料及元件製造業
107,R90A1716,群創光電股份有限公司觸控南科廠,12800225,180.00,"22,618.00","22,798.00",臺南市,光電材料及元件製造業
106,R9701341,威致鋼鐵工業股份有限公司,69771636,"107,693.00","219,756.00","327,449.00",臺南市,鋼鐵製造業
107,R9701341,威致鋼鐵工業股份有限公司,69771636,"100,244.00","213,357.00","313,601.00",臺南市,鋼鐵製造業
106,R9701850,官田鋼鐵股份有限公司官田廠,72065240,"23,122.00","19,581.00","42,703.00",臺南市,鋼鐵製造業
107,R9701850,官田鋼鐵股份有限公司官田廠,72065240,"26,412.00","21,281.00","47,693.00",臺南市,鋼鐵製造業
106,R9702160,台灣汽電共生股份有限公司官田廠,86685142,"397,723.00","5,289.00","403,012.00",臺南市,電力供應業
107,R9702160,台灣汽電共生股份有限公司官田廠,86685142,"420,510.00","3,014.00","423,524.00",臺南市,電力供應業
106,S1601990,燁聯鋼鐵股份有限公司,23218395,"307,091.00","421,766.00","728,857.00",高雄市,鋼鐵製造業
107,S1601990,燁聯鋼鐵股份有限公司,23218395,"290,430.00","392,108.00","682,538.00",高雄市,鋼鐵製造業
106,S1602102,中鴻鋼鐵股份有限公司熱軋廠,	07838854,"160,384.00","145,341.00","305,725.00",高雄市,鋼鐵製造業
107,S1602102,中鴻鋼鐵股份有限公司熱軋廠,	07838854,"162,132.00","137,300.00","299,432.00",高雄市,鋼鐵製造業
106,S1900283,和益化學工業股份有限公司,	04312878,"64,442.00","26,549.00","90,991.00",高雄市,塑膠及合成橡膠原料製造業
107,s1900283,和益化學工業股份有限公司,	04312878,"63,342.00","24,052.00","87,394.00",高雄市,塑膠及合成橡膠原料製造業
106,S1900372,台灣氯乙烯工業股份有限公司林園廠,19084015,"113,720.00","96,993.00","210,713.00",高雄市,化學原材料製造業
107,S1900372,台灣氯乙烯工業股份有限公司林園廠,19084015,"113,005.00","91,993.00","204,998.00",高雄市,化學原材料製造業
106,S1900569,中國合成橡膠股份有限公司碳煙廠,	04382114,"201,986.00","32,906.00","234,892.00",高雄市,石油及煤製品製造業
106,S1900578,東聯化學股份有限公司高雄林園廠,14057995,"52,759.00","290,180.00","342,939.00",高雄市,化學原材料製造業
107,S1900578,東聯化學股份有限公司高雄林園廠,14057995,"57,109.00","290,252.00","347,361.00",高雄市,化學原材料製造業
106,S1900612,聯成化學科技股份有限公司林園廠,	04748660,"72,214.00","17,268.00","89,482.00",高雄市,化學原材料製造業
107,S1900612,聯成化學科技股份有限公司林園廠,	04748660,"67,521.00","16,705.00","84,226.00",高雄市,化學原材料製造業
106,S1900658,台灣苯乙烯工業股份有限公司高雄廠,20844865,"355,120.00","35,785.00","390,905.00",高雄市,化學原材料製造業
107,S1900658,台灣苯乙烯工業股份有限公司高雄廠,20844865,"377,514.00","35,403.00","412,917.00",高雄市,化學原材料製造業
106,S1900685,台灣塑膠工業股份有限公司林園廠,75708007,"717,714.00","103,402.00","821,116.00",高雄市,化學原材料製造業
107,S1900685,台灣塑膠工業股份有限公司林園廠,75708007,"671,202.00","138,919.00","810,121.00",高雄市,化學原材料製造業
106,S1900694,台灣石化合成股份有限公司林園廠,30974253,"42,912.00","90,877.00","133,789.00",高雄市,未分類其他化學製品製造業
107,S1900694,台灣石化合成股份有限公司林園廠,30974253,"59,923.00","82,069.00","141,992.00",高雄市,未分類其他化學製品製造業
106,S1900710,台灣中油股份有限公司石化事業部林園石化廠,	03707901,"2,065,851.00","83,481.00","2,149,332.00",高雄市,化學原材料製造業
107,S1900710,台灣中油股份有限公司石化事業部林園石化廠,	03707901,"2,215,323.00","83,759.00","2,299,082.00",高雄市,化學原材料製造業
106,S1901002,合興石化工業股份有限公司林園廠,23531178,"39,013.00","34,134.00","73,147.00",高雄市,未分類其他化學製品製造業
107,S1901002,合興石化工業股份有限公司林園廠,23531178,"41,232.00","32,667.00","73,899.00",高雄市,未分類其他化學製品製造業
106,S1901066,信昌化學工業股份有限公司林園廠,86120031,"195,384.00","141,031.00","336,415.00",高雄市,化學原材料製造業
107,S1901066,信昌化學工業股份有限公司林園廠,86120031,"227,089.00","146,519.00","373,608.00",高雄市,化學原材料製造業
106,S2001314,長春石油化學股份有限公司大發廠,11384806,"621,459.00","56,931.00","678,390.00",高雄市,蒸汽供應業
107,S2001314,長春石油化學股份有限公司大發廠,11384806,"590,679.00","61,802.00","652,481.00",高雄市,蒸汽供應業
106,S2005081,長春人造樹脂廠股份有限公司大發廠,11384708,"358,735.00","179,108.00","537,843.00",高雄市,化學原材料製造業
107,S2005081,長春人造樹脂廠股份有限公司大發廠,11384708,"372,968.00","194,553.00","567,521.00",高雄市,化學原材料製造業
106,S2005652,大連化學工業股份有限公司大發廠,12233428,"108,316.00","624,043.00","732,359.00",高雄市,化學原材料製造業
107,S2005652,大連化學工業股份有限公司大發廠,12233428,"113,117.00","586,274.00","699,391.00",高雄市,化學原材料製造業
106,S2015916,長春人造樹脂廠股份有限公司大發二廠,11384708,"82,054.00","233,337.00","315,391.00",高雄市,化學原材料製造業
107,S2015916,長春人造樹脂廠股份有限公司大發二廠,11384708,"75,250.00","222,331.00","297,581.00",高雄市,化學原材料製造業
106,S2100223,中華紙漿股份有限公司久堂廠,94025264,"424,099.00","23,628.00","447,727.00",高雄市,紙漿、紙及紙板製造業
107,S2100223,中華紙漿股份有限公司久堂廠,94025264,"429,247.00","16,167.00","445,414.00",高雄市,紙漿、紙及紙板製造業
106,S2201092,長春人造樹脂廠股份有限公司高雄廠,11384708,"33,461.00","91,922.00","125,383.00",高雄市,塑膠及合成橡膠原料製造業
107,S2201092,長春人造樹脂廠股份有限公司高雄廠,11384708,"34,164.00","98,835.00","132,999.00",高雄市,塑膠及合成橡膠原料製造業
106,S2201109,台灣塑膠工業股份有限公司仁武廠,75708007,"2,585,757.00","17,771.00","2,603,528.00",高雄市,化學原材料製造業
107,S2201109,台灣塑膠工業股份有限公司仁武廠,75708007,"2,463,840.00","72,290.00","2,536,130.00",高雄市,化學原材料製造業
106,S2201154,三芳化學工業股份有限公司,83387850,"31,010.00","28,368.00","59,378.00",高雄市,塑膠及合成橡膠原料製造業
107,S2201154,三芳化學工業股份有限公司,83387850,"25,508.00","27,418.00","52,926.00",高雄市,塑膠及合成橡膠原料製造業
106,S2300401,中國人造纖維股份有限公司高雄總廠,	07066907,"420,606.00","35,193.00","455,799.00",高雄市,化學原材料製造業
107,S2300401,中國人造纖維股份有限公司高雄總廠,	07066907,"520,059.00","34,406.00","554,465.00",高雄市,化學原材料製造業
106,S2300410,中國石油化學工業開發股份有限公司大社廠,	03084741,"154,688.00","32,005.00","186,693.00",高雄市,化學原材料製造業
107,S2300410,中國石油化學工業開發股份有限公司大社廠,	03084741,"138,429.00","30,195.00","168,624.00",高雄市,化學原材料製造業
106,S2300429,國喬石油化學股份有限公司,	04212250,"637,046.00",,"637,046.00",高雄市,石油及煤製品製造業
107,S2300429,國喬石油化學股份有限公司,	04212250,"625,920.00","4,270.00","630,190.00",高雄市,石油及煤製品製造業
106,S2300438,台橡股份有限公司高雄廠,	03553737,"93,271.00","72,904.00","166,175.00",高雄市,塑膠及合成橡膠原料製造業
107,S2300438,台橡股份有限公司高雄廠,	03553737,"85,816.00","72,357.00","158,173.00",高雄市,塑膠及合成橡膠原料製造業
106,S2300447,高雄塑酯化學股份有限公司,85803825,"85,680.00","22,448.00","108,128.00",高雄市,化學原材料製造業
107,S2300447,高雄塑酯化學股份有限公司,85803825,"78,490.00","23,226.00","101,716.00",高雄市,化學原材料製造業
106,S2300465,大連化學工業股份有限公司高雄廠,12233428,"33,301.00","72,054.00","105,355.00",高雄市,化學原材料製造業
107,S2300465,大連化學工業股份有限公司高雄廠,12233428,"32,933.00","65,053.00","97,986.00",高雄市,化學原材料製造業
106,S2500536,燁輝企業股份有限公司高雄一廠,75947936,"65,764.00","86,389.00","152,153.00",高雄市,金屬加工處理業
107,S2500536,燁輝企業股份有限公司高雄一廠,75947936,"60,782.00","78,441.00","139,223.00",高雄市,金屬加工處理業
106,S25A0144,欣建工業股份有限公司,28042430,"19,410.00","21,936.00","41,346.00",高雄市,鋼鐵製造業
107,S25A0144,欣建工業股份有限公司,28042430,"17,612.00","21,954.00","39,566.00",高雄市,鋼鐵製造業
106,S2602473,裕鐵企業股份有限公司岡山二廠,85978401,"40,402.00","46,614.00","87,016.00",高雄市,金屬加工處理業
107,S2602473,裕鐵企業股份有限公司岡山二廠,85978401,"40,626.00","44,754.00","85,380.00",高雄市,金屬加工處理業
107,S26A0793,裕鐵企業股份有限公司岡山三廠,85978401,"22,733.00","10,534.00","33,267.00",高雄市,金屬加工處理業
106,S2800200,環球水泥股份有限公司阿蓮廠,	07568009,169.00,"10,073.00","10,242.00",高雄市,水泥及其製品製造業
107,S2800200,環球水泥股份有限公司阿蓮廠,	07568009,156.00,"9,759.00","9,915.00",高雄市,水泥及其製品製造業
106,S29A1607,群創光電股份有限公司F廠,12800225,"30,634.00","374,687.00","405,321.00",高雄市,光電材料及元件製造業
